row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ hoạt động khác > Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,834.202,854.461,834202.0,854461.0
Thu nhập từ thanh lý TSCĐ và tài sản gán nợ,Thu nhập từ hoạt động khác > Thu nhập từ thanh lý TSCĐ và tài sản gán nợ,Thu nhập từ thanh lý TSCĐ và tài sản gán nợ,175.197,19.009,175197.0,19009.0
Thu nhập từ công cụ tài chính phải sinh khác,Thu nhập từ hoạt động khác > Thu nhập từ công cụ tài chính phải sinh khác,Thu nhập từ công cụ tài chính phải sinh khác,61.981,35.529,61981.0,35529.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,7.683,21.557,7683.0,21557.0
,,,1.079.063,930.556,1079063.0,930556.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi phí công cụ tài chính phải sinh khác,Chi phí hoạt động khác > Chi phí công cụ tài chính phải sinh khác,Chi phí công cụ tài chính phải sinh khác,(76.509),(50.633),-76509.0,-50633.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(55.446),(44.844),-55446.0,-44844.0
,,,(131.955),(95.477),-131955.0,-95477.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,947.108,835.079,947108.0,835079.0
