row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
"Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)",279.654,322.523,279654.0,322523.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,156.521,115.731,156521.0,115731.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,876.835,269.704,876835.0,269704.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 32),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 32),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 32),491.406,236.170,491406.0,236170.0
- Phải trả liên quan đến dịch vụ thanh toán thể,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến dịch vụ thanh toán thể,- Phải trả liên quan đến dịch vụ thanh toán thể,358.519,265.581,358519.0,265581.0
- Phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến nghiệp vụ L/C,- Phải trả liên quan đến nghiệp vụ L/C,193.746,186.742,193746.0,186742.0
- Phải trả liên quan đến hỗ trợ lãi suất,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến hỗ trợ lãi suất,- Phải trả liên quan đến hỗ trợ lãi suất,29.826,29.826,29826.0,29826.0
Doanh thu chưa thực hiện,Các khoản phải trả cho bên ngoài > Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,32.312,-,32312.0,
Phải trả khác,Các khoản phải trả cho bên ngoài > Phải trả khác,Phải trả khác,68.429,49.373,68429.0,49373.0
,,,2.487.248,1.475.650,2487248.0,1475650.0
