row_label_raw,row_label_full,col_0,2024,2023 > Trình bày lại (**),numeric__2024,numeric__2023 > Trình bày lại (**)
Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),3.326.804,2.165.099,3326804.0,2165099.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (Triệu đồng) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (Triệu đồng) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (Triệu đồng) (*)",-,(150.000),,-150000.0
,,,3.326.804,2.015.099,3326804.0,2015099.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),1.862.720.607,1.862.720.607,1862720607.0,1862720607.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),1.786,1.082,1786.0,1082.0
