row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng VND,Tiền gửi không kỳ hạn > - Bằng VND,- Bằng VND,18.619.471,19.149.283,18619471.0,19149283.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,4.080.000,4.398.601,4080000.0,4398601.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng VND,Tiền gửi có kỳ hạn > - Bằng VND,- Bằng VND,59.271.830,51.365.544,59271830.0,51365544.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,259.138,257.111,259138.0,257111.0
Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,,,,
- Bằng VND,Tiền gửi tiết kiệm > - Bằng VND,- Bằng VND,76.796.639,76.722.739,76796639.0,76722739.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm > - Bằng ngoại tệ,- Bằng ngoại tệ,6.400.654,3.319.497,6400654.0,3319497.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,,,,
- Bằng VND,Tiền gửi ký quỹ > - Bằng VND,- Bằng VND,1.322.675,485.459,1322675.0,485459.0
- Bằng ngoại tệ,Tiền gửi ký quỹ > - Bằng ngoại tệ,- Bằng ngoại tệ,30.067,4.274,30067.0,4274.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng VND,Tiền gửi vốn chuyên dùng > - Bằng VND,- Bằng VND,654.731,611.599,654731.0,611599.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,12.439,15.061,12439.0,15061.0
,,,167.447.644,156.329.168,167447644.0,156329168.0
