row_label_raw,row_label_full,Chỉ tiêu,1.1.2024Triệu đồng,Phát sinh trong năm > Số phải nộpTriệu đồng,Phát sinh trong năm > Số đã nộpTriệu đồng,31.12.2024Triệu đồng,numeric__1.1.2024Triệu đồng,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng,numeric__31.12.2024Triệu đồng
Phải trả,Phải trả,Phải trả,,,,,,,,
Thuế TNDN,Phải trả > Thuế TNDN,Thuế TNDN,202.093,861.791,(690.214),373.670,202093.0,861791.0,-690214.0,373670.0
Thuế Giá trị gia tăng,Phải trả > Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,23.014,298.050,(209.557),111.507,23014.0,298050.0,-209557.0,111507.0
Thuế Thu nhập cá nhân,Phải trả > Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,11.063,133.353,(138.187),6.229,11063.0,133353.0,-138187.0,6229.0
Khác,Phải trả > Khác,Khác,-,12.078,(12.078),-,,12078.0,-12078.0,
,,,236.170,1.305.272,(1.050.036),491.406,236170.0,1305272.0,-1050036.0,491406.0
Phải thu,Phải thu,Phải thu,,,,,,,,
Thuế TNDN,Phải thu > Thuế TNDN,Thuế TNDN,57,-,-,57,57.0,,,57.0
