row_label_raw,row_label_full,Hội đồng Quản trị,Ông Nguyễn Cảnh Anh,Chủ tịch(từ ngày 26 tháng 4 năm 2024),numeric__Ông Nguyễn Cảnh Anh,numeric__Chủ tịch(từ ngày 26 tháng 4 năm 2024)
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Cảnh Anh,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Cảnh Anh,(đến ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Đỗ Hà Phương,Phó Chủ tịch(từ ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Đỗ Hà Phương,Chủ tịch,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Đỗ Hà Phương,(đến ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Tấn Lộc,Phó Chủ tịch(từ ngày 25 tháng 1 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Tấn Lộc,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Tấn Lộc,(đến ngày 25 tháng 1 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Anh Thắng,Thành viên độc lập,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Phạm Quang Dũng,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lê Thị Mai Loan,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lê Thị Mai Loan,(đến ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lương Thị Cẩm Tú,Phó Chủ tịch(từ ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lương Thị Cẩm Tú,đến ngày 28 tháng 11 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lương Thị Cẩm Tú,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lương Thị Cẩm Tú,(đến ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Hồ Nam,Phó Chủ tịch(từ ngày 26 tháng 4 năm 2024),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Hồ Nam,đến ngày 28 tháng 11 năm 2024),,
