row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,4.188.417,2.719.626,4188417.0,2719626.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,837.683,543.925,837683.0,543925.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,19.648,9.566,19648.0,9566.0
Lỗ tính thuế đã được sử dụngKhác,Lỗ tính thuế đã được sử dụngKhác,Lỗ tính thuế đã được sử dụngKhác,-,(567),,-567.0
Lỗ tính thuế đã được sử dụngKhác,Lỗ tính thuế đã được sử dụngKhác,Lỗ tính thuế đã được sử dụngKhác,4.282,1.603,4282.0,1603.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,861.613,554.527,861613.0,554527.0
Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất:,,
Thuế TNDN – hiện hành,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất: > Thuế TNDN – hiện hành,Thuế TNDN – hiện hành,861.791,554.528,861791.0,554528.0
Thuế TNDN – hoãn lại,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất: > Thuế TNDN – hoãn lại,Thuế TNDN – hoãn lại,(178),(1),-178.0,-1.0
Chi phí thuế TNDN,Chi phí/(thu nhập) thuế TNDN ghi nhận trongbáo cáo kết quả hoạt động hợp nhất: > Chi phí thuế TNDN,Chi phí thuế TNDN,861.613,554.527,861613.0,554527.0
