row_label_raw,row_label_full,col_0,col_1,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__col_1,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
,,,,Mua nợ bằng VND,800.000,,,800000.0
,,,,Dự phòng chung,(6.000),,,-6000.0
,,,,,794.000,,,794000.0
,,,,"Giá trị nợ gốc, lãi của khoản nợ đã mua",,,,
,,,,Nợ gốc đã mua bằng VND,800.000,,,800000.0
,,,,Phân tích chất lượng dự nợ của hoạt động mua nợ:,,,,
,,,,,31.12.2024Triệu đồng,,,
,,,,Nợ đủ tiêu chuẩn,800.000,,,800000.0
10,10,10,CHỨNG KHOÁN ĐẦU TƯ,,,,,
10.1,10.1,10.1,Chứng khoán đầu tư sẵn sàng để bán,,,,,
10.1,10.1,10.1,Chứng khoán đầu tư sẵn sàng để bán,31.12.2024Triệu đồng,31.12.2023Triệu đồng,,,
10.1,10.1,10.1,Chứng khoán nợ,,,,,
10.1,10.1 > 10.1,10.1,Trái phiếu do các TCTD khác trong nước phát hành,7.100.029,1.300.000,,7100029.0,1300000.0
10.1,10.1 > 10.1,10.1,Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,3.300.000,2.200.000,,3300000.0,2200000.0
10.1,10.1 > 10.1,10.1,"Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành",2.200.183,-,,2200183.0,
10.1,10.1 > 10.1,10.1,Trái phiếu Chính phủ,693.518,-,,693518.0,
10.1,10.1 > 10.1,10.1,,13.293.730,3.500.000,,13293730.0,3500000.0
10.1,10.1,10.1,Chứng khoán vốn,,,,,
10.1,10.1 > 10.1,10.1,Chứng khoán vốn do TCKT trong nước phát hành,212.868,212.868,,212868.0,212868.0
10.1,10.1 > 10.1,10.1,,13.506.598,3.712.868,,13506598.0,3712868.0
10.1,10.1,10.1,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,,,,
10.1,10.1 > 10.1,10.1,Dự phòng chung trái phiếu doanh nghiệp chưa niêm yết,(16.501),-,,-16501.0,
10.1,10.1 > 10.1,10.1,Dự phòng giảm giá chứng khoán vốn,(145.679),(152.785),,-145679.0,-152785.0
10.1,10.1 > 10.1,10.1,,(162.180),(152.785),,-162180.0,-152785.0
10.1,10.1 > 10.1,10.1,,13.344.418,3.560.083,,13344418.0,3560083.0
