row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2024Triệu đồng,Tại ngày > 31.12.2023Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024Triệu đồng,numeric__Tại ngày > 31.12.2023Triệu đồng
2,2,2,Cam kết giao dịch hối đoái,34.1,102.756.003,103.163.887,,341.0,102756003.0,103163887.0
2,2,2,- Cam kết mua ngoại tệ,,3.679.596,7.010.818,,,3679596.0,7010818.0
2,2,2,- Cam kết bán ngoại tệ,,3.919.378,8.004.778,,,3919378.0,8004778.0
2,2,2,- Cam kết giao dịch hoán đối,,95.157.029,88.148.291,,,95157029.0,88148291.0
4,4,4,Cam kết trong nghiệp vụ L/C,34.1,2.252.224,1.226.057,,341.0,2252224.0,1226057.0
5,5,5,Bảo lãnh khác,34.1,3.234.191,2.819.202,,341.0,3234191.0,2819202.0
6,6,6,Các cam kết khác,34.1,3.981.783,1.655.576,,341.0,3981783.0,1655576.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,34.2,3.417.157,3.529.436,,342.0,3417157.0,3529436.0
8,8,8,Nợ khó đòi đã xử lý,34.3,11.147.623,12.647.688,,343.0,11147623.0,12647688.0
9,9,9,Tài sản và chứng từ khác,34.4,362.093,358.413,,344.0,362093.0,358413.0
