row_label_raw,row_label_full,Loại tài sản bảo đảm,Tỷ lệ khấu trừ tối đa,numeric__Tỷ lệ khấu trừ tối đa
"(a) Số dư tiền gửi, chứng chỉ tiền gửi bằng Đồng Việt Nam tại chính Ngân hàng","(a) Số dư tiền gửi, chứng chỉ tiền gửi bằng Đồng Việt Nam tại chính Ngân hàng","(a) Số dư tiền gửi, chứng chỉ tiền gửi bằng Đồng Việt Nam tại chính Ngân hàng",100%,1.0
"(b) Trái phiếu Chính phủ, vàng miếng theo quy định của pháp luật về hoạt động kinh doanh vàng; số dư tiền gửi, chứng chỉ tiền gửi bằng ngoại tệ tại chính Ngân hàng","(b) Trái phiếu Chính phủ, vàng miếng theo quy định của pháp luật về hoạt động kinh doanh vàng; số dư tiền gửi, chứng chỉ tiền gửi bằng ngoại tệ tại chính Ngân hàng","(b) Trái phiếu Chính phủ, vàng miếng theo quy định của pháp luật về hoạt động kinh doanh vàng; số dư tiền gửi, chứng chỉ tiền gửi bằng ngoại tệ tại chính Ngân hàng",95%,0.95
"(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh; công cụ chuyển nhượng, trái phiếu do chính Ngân hàng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, do TCTD, chi nhánh ngân hàng nước ngoài khác phát hành:▪ Có thời hạn còn lại dưới 1 năm▪ Có thời hạn còn lại từ 1 năm đến 5 năm▪ Có thời hạn còn lại trên 5 năm","(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh; công cụ chuyển nhượng, trái phiếu do chính Ngân hàng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, do TCTD, chi nhánh ngân hàng nước ngoài khác phát hành:▪ Có thời hạn còn lại dưới 1 năm▪ Có thời hạn còn lại từ 1 năm đến 5 năm▪ Có thời hạn còn lại trên 5 năm","(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh; công cụ chuyển nhượng, trái phiếu do chính Ngân hàng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, do TCTD, chi nhánh ngân hàng nước ngoài khác phát hành:▪ Có thời hạn còn lại dưới 1 năm▪ Có thời hạn còn lại từ 1 năm đến 5 năm▪ Có thời hạn còn lại trên 5 năm",95%85%80%,
"(d) Chứng khoán do các TCTD khác phát hành được niêm yết trên Sở giao dịch chứng khoán (""SGDCK"").","(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh; công cụ chuyển nhượng, trái phiếu do chính Ngân hàng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, do TCTD, chi nhánh ngân hàng nước ngoài khác phát hành:▪ Có thời hạn còn lại dưới 1 năm▪ Có thời hạn còn lại từ 1 năm đến 5 năm▪ Có thời hạn còn lại trên 5 năm > (d) Chứng khoán do các TCTD khác phát hành được niêm yết trên Sở giao dịch chứng khoán (""SGDCK"").","(d) Chứng khoán do các TCTD khác phát hành được niêm yết trên Sở giao dịch chứng khoán (""SGDCK"").",70%,0.7
(d) Chứng khoán được niêm yết trên SGDCK do doanh nghiệp (trừ TCTD) phát hành,"(c) Trái phiếu chính quyền địa phương, trái phiếu được Chính phủ bảo lãnh; công cụ chuyển nhượng, trái phiếu do chính Ngân hàng phát hành; số dư tiền gửi, chứng chỉ tiền gửi, do TCTD, chi nhánh ngân hàng nước ngoài khác phát hành:▪ Có thời hạn còn lại dưới 1 năm▪ Có thời hạn còn lại từ 1 năm đến 5 năm▪ Có thời hạn còn lại trên 5 năm > (d) Chứng khoán được niêm yết trên SGDCK do doanh nghiệp (trừ TCTD) phát hành",(d) Chứng khoán được niêm yết trên SGDCK do doanh nghiệp (trừ TCTD) phát hành,65%,0.65
"(e) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá, trừ các khoản quy định tại điểm (c), do TCTD khác có niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá, trừ các khoản quy định tại điểm (c), do TCTD khác chưa niêm yết cổ phiếu trên SGDCK phát hành","(e) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá, trừ các khoản quy định tại điểm (c), do TCTD khác có niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá, trừ các khoản quy định tại điểm (c), do TCTD khác chưa niêm yết cổ phiếu trên SGDCK phát hành","(e) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá, trừ các khoản quy định tại điểm (c), do TCTD khác có niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá, trừ các khoản quy định tại điểm (c), do TCTD khác chưa niêm yết cổ phiếu trên SGDCK phát hành",50%30%,
"(g) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp chưa niêm yết cổ phiếu trên SGDCK phát hành","(g) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp chưa niêm yết cổ phiếu trên SGDCK phát hành","(g) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp chưa niêm yết cổ phiếu trên SGDCK phát hành",30%10%,
(h) Bất động sản,"(g) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp chưa niêm yết cổ phiếu trên SGDCK phát hành > (h) Bất động sản",(h) Bất động sản,50%,0.5
(i) Các loại tài sản bảo đảm khác,"(g) Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết cổ phiếu trên SGDCK phát hành;Chứng khoán chưa được niêm yết trên SGDCK, giấy tờ có giá do doanh nghiệp chưa niêm yết cổ phiếu trên SGDCK phát hành > (i) Các loại tài sản bảo đảm khác",(i) Các loại tài sản bảo đảm khác,30%,0.3
