row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi (i),957.457.298.927,-,957457298927.0,
Lợi nhuận còn phải trả Tập đoàn Dầu khí Việt Nam (PVN),Lợi nhuận còn phải trả Tập đoàn Dầu khí Việt Nam (PVN),Lợi nhuận còn phải trả Tập đoàn Dầu khí Việt Nam (PVN),917.747.535.419,917.747.535.419,917747535419.0,917747535419.0
Phải trả tiền bán cổ phần (ii),Phải trả tiền bán cổ phần (ii),Phải trả tiền bán cổ phần (ii),9.211.577.795,9.211.577.795,9211577795.0,9211577795.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",4.696.119.070,5.480.260.710,4696119070.0,5480260710.0
Ban quản lý Dự án Nhà máy Lọc dầu Dung Quất,Ban quản lý Dự án Nhà máy Lọc dầu Dung Quất,Ban quản lý Dự án Nhà máy Lọc dầu Dung Quất,1.118.996.642,1.118.996.642,1118996642.0,1118996642.0
Phải trả PVN tiền PVN đã trả hộ Công ty nợ vay Ngân hàng Phát triển Việt Nam trước hạn (iii),Phải trả PVN tiền PVN đã trả hộ Công ty nợ vay Ngân hàng Phát triển Việt Nam trước hạn (iii),Phải trả PVN tiền PVN đã trả hộ Công ty nợ vay Ngân hàng Phát triển Việt Nam trước hạn (iii),-,1.925.894.960.000,,1925894960000.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,15.147.045.984,14.598.566.875,15147045984.0,14598566875.0
,,,1.905.378.573.837,2.874.051.897.441,1905378573837.0,2874051897441.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả khác cho các bên liên quan(chi tiết tại Thuyết minh số 34),Trong đó: > Phải trả khác cho các bên liên quan(chi tiết tại Thuyết minh số 34),Phải trả khác cho các bên liên quan(chi tiết tại Thuyết minh số 34),918.866.532.061,2.846.136.260.431,918866532061.0,2846136260431.0
