row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,29.997.221.937.511,26.895.631.213.358,,100.0,,29997221937511.0,26895631213358.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,12.792.513.572.897,8.352.397.877.468,,110.0,4.0,12792513572897.0,8352397877468.0
1.,1.,1.,Tiền,111,,292.781.195.938,392.665.500.509,,111.0,,292781195938.0,392665500509.0
2.,2.,2.,Các khoản tương đương tiền,112,,12.499.732.376.959,7.959.732.376.959,,112.0,,12499732376959.0,7959732376959.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,958.166.010.000,4.000.000.000,,120.0,5.0,958166010000.0,4000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,958.166.010.000,4.000.000.000,,123.0,,958166010000.0,4000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,7.814.097.149.495,9.972.423.123.156,,130.0,,7814097149495.0,9972423123156.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,7.634.855.260.194,9.754.734.792.457,,131.0,6.0,7634855260194.0,9754734792457.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,116.448.291.921,160.845.267.236,,132.0,7.0,116448291921.0,160845267236.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,59.259.160.457,52.817.734.366,,136.0,8.0,59259160457.0,52817734366.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,(869.272.576),(883.549.676),,137.0,,-869272576.0,-883549676.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,4.403.709.499,4.908.878.773,,139.0,,4403709499.0,4908878773.0
IV.,IV.,IV.,Hàng tồn kho,140,9,8.386.688.832.594,8.515.237.725.245,,140.0,9.0,8386688832594.0,8515237725245.0
1.,1.,1.,Hàng tồn kho,141,,8.408.722.284.068,8.535.271.500.226,,141.0,,8408722284068.0,8535271500226.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(22.033.451.474),(20.033.774.981),,149.0,,-22033451474.0,-20033774981.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,45.756.372.525,51.572.487.489,,150.0,,45756372525.0,51572487489.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,39.320.620.505,44.866.445.221,,151.0,10.0,39320620505.0,44866445221.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,134.026.968,521.459.153,,152.0,,134026968.0,521459153.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,15,6.301.725.052,6.184.583.115,,153.0,15.0,6301725052.0,6184583115.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,25.897.712.133.562,26.688.361.782.701,,200.0,,25897712133562.0,26688361782701.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,533.509.547.749,533.509.547.749,,210.0,,533509547749.0,533509547749.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,7,533.509.547.749,533.509.547.749,,212.0,7.0,533509547749.0,533509547749.0
II.,II.,II.,Tài sản cố định,220,,22.375.534.551.416,24.847.509.724.927,,220.0,,22375534551416.0,24847509724927.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,22.092.837.391.026,24.499.697.980.475,,221.0,11.0,22092837391026.0,24499697980475.0
,,,- Nguyên giá,222,,47.379.785.624.357,47.318.448.424.010,,222.0,,47379785624357.0,47318448424010.0
,,,- Giá trị hao mòn lũy kế,223,,(25.286.948.233.331),(22.818.750.443.535),,223.0,,-25286948233331.0,-22818750443535.0
2.,2.,2.,Tài sản cố định vô hình,227,12,282.697.160.390,347.811.744.452,,227.0,12.0,282697160390.0,347811744452.0
,,,- Nguyên giá,228,,810.943.646.722,795.174.418.522,,228.0,,810943646722.0,795174418522.0
,,,- Giá trị hao mòn lũy kế,229,,(528.246.486.332),(447.362.674.070),,229.0,,-528246486332.0,-447362674070.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,1.101.844.765.433,1.026.498.425.110,,240.0,,1101844765433.0,1026498425110.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,1.101.844.765.433,1.026.498.425.110,,242.0,13.0,1101844765433.0,1026498425110.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,9.976.262.103,10.018.235.823,,250.0,5.0,9976262103.0,10018235823.0
1.,1.,1.,Đầu tư góp vốn vào đơn vị khác,253,5,11.244.000.000,11.244.000.000,,253.0,5.0,11244000000.0,11244000000.0
2.,2.,2.,Dự phòng đầu tư tài chính dài hạn,254,5,(1.267.737.897),(1.225.764.177),,254.0,5.0,-1267737897.0,-1225764177.0
V.,V.,V.,Tài sản dài hạn khác,260,,1.876.847.006.861,270.825.849.092,,260.0,,1876847006861.0,270825849092.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,1.876.839.449.622,270.814.231.247,,261.0,10.0,1876839449622.0,270814231247.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,7.557.239,11.617.845,,262.0,,7557239.0,11617845.0
,,,TỔNG CÔNG TÀI SẢN (270=100+200),270,,55.894.934.071.073,53.583.992.996.059,,270.0,,55894934071073.0,53583992996059.0
