row_label_raw,row_label_full,(Lỗ)/Lợi nhuận trong năm phân bố cho các cổ đông sở hữu cổ phiếu phổ thông (VND),Năm nay > (2.818.841.515.440),Năm trước(Trình bày lại) > 2.913.820.263.418,numeric__Năm nay > (2.818.841.515.440),numeric__Năm trước(Trình bày lại) > 2.913.820.263.418
"Trừ: Số tiên trích Quỹ khen thưởng, phúc lợi (VND) (*)","Trừ: Số tiên trích Quỹ khen thưởng, phúc lợi (VND) (*)","Trừ: Số tiên trích Quỹ khen thưởng, phúc lợi (VND) (*)",-,(256.969.070.299),,-256969070299.0
(Lỗ)/Lợi nhuận để tính (lỗ)/lãi cơ bản trên cổ phiếu (VND),(Lỗ)/Lợi nhuận để tính (lỗ)/lãi cơ bản trên cổ phiếu (VND),(Lỗ)/Lợi nhuận để tính (lỗ)/lãi cơ bản trên cổ phiếu (VND),(2.818.841.515.440),2.656.851.193.119,-2818841515440.0,2656851193119.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính (lỗ)/lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính (lỗ)/lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính (lỗ)/lãi cơ bản trên cổ phiếu (cổ phiếu),3.100.499.616,3.100.499.616,3100499616.0,3100499616.0
(Lỗ)/Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(Lỗ)/Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(Lỗ)/Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(909),857,-909.0,857.0
