row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,5 - 6,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,7,7.0
BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỀN TIỀN TỆ HỢP NHẤT,8 - 9,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,10 - 41,
