row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,-,77.628.239.716,,33.0,,77628239716.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,(189.728.768.262),(90.386.573.373),,34.0,-189728768262.0,-90386573373.0
3.,III. > 3.,3.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(469.410.592.540),(391.593.395.300),,36.0,-469410592540.0,-391593395300.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(659.139.360.802),(404.351.728.950),,40.0,-659139360802.0,-404351728950.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(659.139.360.802),BỔN V,,40.0,-659139360802.0,
3.,III. > 3.,3.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(1.059.003.742.210),1.246.761.630.505,,50.0,-1059003742210.0,1246761630505.0
3.,III. > 3.,3.,Tiền và tương đương tiền đầu năm,60,2.758.198.902.186,1.511.425.771.910,,60.0,2758198902186.0,1511425771910.0
3.,III. > 3.,3.,Tiền và tương đương tiền đầu năm,60,2.758.198.902.186,HỒ C,,60.0,2758198902186.0,
3.,III. > 3.,3.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(15.329.757),11.499.771,,61.0,-15329757.0,11499771.0
3.,III. > 3.,3.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,1.699.179.830.219,2.758.198.902.186,,70.0,1699179830219.0,2758198902186.0
