row_label_raw,row_label_full,STT > 1 > 2,Tên đơn vị trực thuộc > Nhà máy Đạm Phú Mỹ > Chỉ nhánh Tổng Công ty tại Thành phố Hồ Chí Minh,"Địa chỉ > Khu công nghiệp Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Tòa nhà PVFCCo, 43 Mạc Đĩnh Chi, phường Đa Kao, quận 1, thành phố Hồ Chí Minh, Việt Nam",numeric__Tên đơn vị trực thuộc > Nhà máy Đạm Phú Mỹ > Chỉ nhánh Tổng Công ty tại Thành phố Hồ Chí Minh,"numeric__Địa chỉ > Khu công nghiệp Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Tòa nhà PVFCCo, 43 Mạc Đĩnh Chi, phường Đa Kao, quận 1, thành phố Hồ Chí Minh, Việt Nam"
3,3,3,Chỉ nhánh Tổng Công ty tại Campuchia (i),"Thử đô Phnom Penh, Campuchia",,
4,4,4,Ban Quản lý Dự án chuyên ngành Phân bón và Hóa chất Đầu khí,"Khu công nghiệp Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu, Việt Nam",,
