row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,,,,,,,,
Hàng mua đang đi đường,a. Hàng tồn kho > Hàng mua đang đi đường,Hàng mua đang đi đường,216.065.135.493,-,275.176.176.470,-,216065135493.0,,275176176470.0,
"Nguyên liệu,vật liệu","a. Hàng tồn kho > Nguyên liệu,vật liệu","Nguyên liệu,vật liệu",493.736.178.079,(10.062.946.217),394.867.677.394,(1.489.914.785),493736178079.0,-10062946217.0,394867677394.0,-1489914785.0
"Công cụ, dụng cụ","a. Hàng tồn kho > Công cụ, dụng cụ","Công cụ, dụng cụ",6.100.383.541,-,6.231.088.940,-,6100383541.0,,6231088940.0,
"Chi phí sản xuất,kinh doanh dở dang","a. Hàng tồn kho > Chi phí sản xuất,kinh doanh dở dang","Chi phí sản xuất,kinh doanh dở dang",47.998.426.316,(4.918.599.333),31.336.345.678,-,47998426316.0,-4918599333.0,31336345678.0,
Thành phẩm,a. Hàng tồn kho > Thành phẩm,Thành phẩm,525.639.482.566,(10.024.654.470),309.132.971.343,(13.610.869.272),525639482566.0,-10024654470.0,309132971343.0,-13610869272.0
Hàng hoá,a. Hàng tồn kho > Hàng hoá,Hàng hoá,51.081.861.985,(1.298.876.140),146.077.433.274,-,51081861985.0,-1298876140.0,146077433274.0,
,,,1.340.621.467.980,(26.305.076.160),1.162.821.693.099,(15.100.784.057),1340621467980.0,-26305076160.0,1162821693099.0,-15100784057.0
"b. Thiết bị, vật tư,phụ tùng thay thếdài hạn","a. Hàng tồn kho > b. Thiết bị, vật tư,phụ tùng thay thếdài hạn","b. Thiết bị, vật tư,phụ tùng thay thếdài hạn",139.786.369.885,-,148.991.115.516,-,139786369885.0,,148991115516.0,
c. Tổng cộng,a. Hàng tồn kho > c. Tổng cộng,c. Tổng cộng,1.480.407.837.865,(26.305.076.160),1.311.812.808.615,(15.100.784.057),1480407837865.0,-26305076160.0,1311812808615.0,-15100784057.0
