row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,Doanh thu bán hàng và cung cấp,Doanh thu bán hàng và cung cấp,Doanh thu bán hàng và cung cấp,Doanh thu bán hàng và cung cấp,Doanh thu bán hàng và cung cấp,,,,,
1.,1.,1.,dịch vụ,01,27,7.267.626.760.488,6.945.236.005.613,,1.0,27.0,7267626760488.0,6945236005613.0
2.,2.,2.,Các khoản giảm trừ doanh thu Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),02,27,158.515.005.569,112.464.017.049,,2.0,27.0,158515005569.0,112464017049.0
3.,3.,3.,Các khoản giảm trừ doanh thu Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,7.109.111.754.919,6.832.771.988.564,,10.0,27.0,7109111754919.0,6832771988564.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),11,28,5.613.026.777.445,5.679.661.967.530,,11.0,28.0,5613026777445.0,5679661967530.0
5.,5.,5.,Giá vốn hàng bán và dịch vụ cung cấp Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.496.084.977.474,1.153.110.021.034,,20.0,,1496084977474.0,1153110021034.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,206.534.251.941,166.775.066.215,,21.0,30.0,206534251941.0,166775066215.0
7.,7.,7.,Chi phí tài chính,22,31,92.824.454.882,107.047.900.173,,22.0,31.0,92824454882.0,107047900173.0
,,,- Trong đó: Chi phí lãi vay,23,,86.967.787.022,106.308.792.980,,23.0,,86967787022.0,106308792980.0
8.,8.,8.,Chi phí bán hàng,25,32,538.658.404.669,436.866.130.673,,25.0,32.0,538658404669.0,436866130673.0
9.,9.,9.,Chi phí quản lý doanh nghiệp Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),26,32,349.930.722.082,340.596.999.578,,26.0,32.0,349930722082.0,340596999578.0
10.,10.,10.,Chi phí quản lý doanh nghiệp Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,721.205.647.782,435.374.056.825,,30.0,,721205647782.0,435374056825.0
11.,11.,11.,Thu nhập khác,31,33,95.768.310.284,6.539.079.707,,31.0,33.0,95768310284.0,6539079707.0
12.,12.,12.,Chi phí khác,32,34,1.724.581.553,6.377.609.445,,32.0,34.0,1724581553.0,6377609445.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,94.043.728.731,161.470.262,,40.0,,94043728731.0,161470262.0
,,,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,815.249.376.513,435.535.527.087,,50.0,,815249376513.0,435535527087.0
,,,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,35,156.370.815.715,78.592.670.064,,51.0,35.0,156370815715.0,78592670064.0
15.,15.,15.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,35,(22.657.341.938),(13.487.086.608),,52.0,35.0,-22657341938.0,-13487086608.0
16.,16.,16.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,35,(22.657.341.938),(13.487.086.608),,52.0,35.0,-22657341938.0,-13487086608.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,681.535.902.736,370.429.943.631,,60.0,,681535902736.0,370429943631.0
