row_label_raw,row_label_full,Cho vay bên liên quan (i) (Thuyết minh số 31),Số cuối năm > 79.000.000.000,VND Số đầu năm > 171.000.000.000,numeric__Số cuối năm > 79.000.000.000,numeric__VND Số đầu năm > 171.000.000.000
Cho vay Công ty Cổ phần Xây lắp & Dịch vụ Cơ điện Gia Lai,Cho vay Công ty Cổ phần Xây lắp & Dịch vụ Cơ điện Gia Lai,Cho vay Công ty Cổ phần Xây lắp & Dịch vụ Cơ điện Gia Lai,343.858.552,343.858.552,343858552.0,343858552.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,79.343.858.552,171.343.858.552,79343858552.0,171343858552.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(343.858.552),(343.858.552),-343858552.0,-343858552.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,79.000.000.000,171.000.000.000,79000000000.0,171000000000.0
