row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,104.513.545.297,126.016.784.125,,,104513545297.0,126016784125.0
02,02,02,Khấu hao và hao mòn,"11, 12",50.393.055.950,29.018.803.096,,,50393055950.0,29018803096.0
03,03,03,Các khoản dự phòng,,-,(352.409.453),,,,-352409453.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(218.938),(6.610.162),,,-218938.0,-6610162.0
05,05,05,Lãi từ hoạt động đầu tư,,(76.878.804.658),(101.675.158.469),,,-76878804658.0,-101675158469.0
06,06,06,Chi phí lãi vay,26,29.249.647.062,28.266.647.391,,26.0,29249647062.0,28266647391.0
07,07,07,Các khoản điều chỉnh khác,,1.000.000.000,-,,,1000000000.0,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,108.277.224.713,81.268.056.528,,,108277224713.0,81268056528.0
09,09,09,Giảm (tăng) các khoản phải thu,,8.461.857.073,(29.377.356.828),,,8461857073.0,-29377356828.0
10,10,10,(Tăng) giảm hàng tồn kho,,(5.889.495.001),1.443.424.184,,,-5889495001.0,1443424184.0
11,11,11,Giảm các khoản phải trả,,(13.820.856.175),(26.298.237.041),,,-13820856175.0,-26298237041.0
12,12,12,Giảm chi phí trả trước,,2.843.427.378,1.616.056.788,,,2843427378.0,1616056788.0
14,14,14,Tiền lãi vay đã trả,,(32.880.911.025),(30.420.671.276),,,-32880911025.0,-30420671276.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(12.359.855.848),(4.175.372.831),,,-12359855848.0,-4175372831.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(636.180.610),(4.437.747.539),,,-636180610.0,-4437747539.0
20,20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,53.995.210.505,(10.381.848.015),,,53995210505.0,-10381848015.0
,,,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(14.540.270.620),(33.330.734.112),,,-14540270620.0,-33330734112.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,170.643.155,1.149.207.429,,,170643155.0,1149207429.0
23,23,23,Tiền chi cho vay,,(118.472.052.796),(36.985.710.381),,,-118472052796.0,-36985710381.0
24,24,24,Tiền thu hồi cho vay,,198.863.000.000,78.799.547.889,,,198863000000.0,78799547889.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(12.485.000.000),(9.294.198.545),,,-12485000000.0,-9294198545.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,39.183.562.000,18.213.189.000,,,39183562000.0,18213189000.0
27,27,27,"Tiền thu lãi, cổ tức và lợi nhuận được chia",,56.389.640.563,75.400.756.481,,,56389640563.0,75400756481.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,149.109.522.302,93.952.057.761,,,149109522302.0,93952057761.0
