row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty con,Lãi cho vay,1.899.724.092,86.718.696,,,1899724092.0,86718696.0
Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty con,Cung cấp dịch vụ,1.106.801.225,2.750.206.440,,,1106801225.0,2750206440.0
Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty con,Thuê văn phòng,828.624.000,248.587.200,,,828624000.0,248587200.0
Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty con,Chi phí trả hộ,71.703.866,11.462.553,,,71703866.0,11462553.0
Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty Cổ phần Thủy điện Thương Lộ,Công ty con,Khác,18.705.068,26.581.187,,,18705068.0,26581187.0
Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty con,Lợi nhuận chỉ trả cho Chủ sở hữu,1.289.279.506,-,,,1289279506.0,
Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty con,Sử dụng dịch vụ,641.097.377,351.763.466,,,641097377.0,351763466.0
Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty con,Thuê văn phòng,120.000.000,120.000.000,,,120000000.0,120000000.0
Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty con,Lãi vay,5.666.667,3.333.333,,,5666667.0,3333333.0
Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một Thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty con,Khác,53.602.401,2.936.350,,,53602401.0,2936350.0
Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty con,Cung cấp dịch vụ,646.509.412,196.151.560,,,646509412.0,196151560.0
Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty con,Lãi vay,430.556,-,,,430556.0,
Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty con,Cung cấp lắp đặt hệ thống SCADA,-,47.475.000,,,,47475000.0
Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc Ayun Hạ,Công ty con,Khác,4.330.564,-,,,4330564.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Trả nợ vay,110.000.000.000,-,,,110000000000.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Vay,75.000.000.000,-,,,75000000000.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Trả nợ gốc vay,75.000.000.000,-,,,75000000000.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Chuyển nhượng khoản đầu tư,39.183.562.000,-,,,39183562000.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Lãi cho vay,6.908.611.110,12.745.635.977,,,6908611110.0,12745635977.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Cung cấp dịch vụ,4.715.645.526,631.000.000,,,4715645526.0,631000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Cung cấp lắp đặt thiết bị,1.271.573.980,786.911.900,,,1271573980.0,786911900.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Lãi vay,729.583.333,-,,,729583333.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Mua hàng hóa,189.185.836,165.631.441,,,189185836.0,165631441.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Thuê phòng,158.555.340,-,,,158555340.0,
Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Bên liên quan,Cho vay,99.000.000.000,7.000.000.000,,,99000000000.0,7000000000.0
Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Bên liên quan,Trả nợ vay,32.000.000.000,-,,,32000000000.0,
Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng Hóa Sơn Tín,Bên liên quan,Lãi cho vay,3.080.454.728,620.666.668,,,3080454728.0,620666668.0
