row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Chia doanh thu HĐHTKD,26.508.476.029,17.038.887.288,,,26508476029.0,17038887288.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Cổ tức,18.954.044.200,18.954.044.200,,,18954044200.0,18954044200.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Phân chia lợi nhuận liên doanh,16.748.387.147,22.705.982.348,,,16748387147.0,22705982348.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Chia chi phí HĐHTKD,13.132.638.731,7.295.138.082,,,13132638731.0,7295138082.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Mua điện,1.869.116.843,2.818.140.162,,,1869116843.0,2818140162.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Cung cấp dịch vụ,1.274.114.889,1.185.459.573,,,1274114889.0,1185459573.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Chi phí trả hộ,92.513.842,93.964.033,,,92513842.0,93964033.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Thuê văn phòng,70.909.092,70.909.092,,,70909092.0,70909092.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Lãi vay,-,20.377.777,,,,20377777.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Cổ tức,35.162.123.800,32.778.251.000,,,35162123800.0,32778251000.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Cung cấp dịch vụ,1.206.887.790,3.064.471.502,,,1206887790.0,3064471502.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Thuê xe,165.213.306,-,,,165213306.0,
