row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,104.513.545.297,126.016.784.125,104513545297.0,126016784125.0
Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,,
Chi phí thù lao Hội đồng Quản trị. Ban kiểm soát không điều hành trực tiếp,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí thù lao Hội đồng Quản trị. Ban kiểm soát không điều hành trực tiếp,Chi phí thù lao Hội đồng Quản trị. Ban kiểm soát không điều hành trực tiếp,514.224.000,416.541.516,514224000.0,416541516.0
Chi phí không được khấu trừ,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,1.780.644.285,591.411.042,1780644285.0,591411042.0
Cổ tức nhận được trong năm,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Cổ tức nhận được trong năm,Cổ tức nhận được trong năm,(56.648.061.282),(51.732.295.200),-56648061282.0,-51732295200.0
Thu nhập từ sáp nhập công ty con,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập từ sáp nhập công ty con,Thu nhập từ sáp nhập công ty con,-,(16.340.661.645),,-16340661645.0
Thu nhập chịu thuế điều chỉnh trước thuế chưa cần trừ lỗ năm trước,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập chịu thuế điều chỉnh trước thuế chưa cần trừ lỗ năm trước,Thu nhập chịu thuế điều chỉnh trước thuế chưa cần trừ lỗ năm trước,50.160.352.300,58.951.779.838,50160352300.0,58951779838.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,-,,
Thu nhập chịu thuế ước tính trong năm hiện hành,Lỗ năm trước chuyển sang > Thu nhập chịu thuế ước tính trong năm hiện hành,Thu nhập chịu thuế ước tính trong năm hiện hành,50.160.352.300,58.951.779.838,50160352300.0,58951779838.0
Thuế TNDN phải nộp ước tính trong năm,Lỗ năm trước chuyển sang > Thuế TNDN phải nộp ước tính trong năm,Thuế TNDN phải nộp ước tính trong năm,3.303.659.741,7.152.441.854,3303659741.0,7152441854.0
Thuế TNDN phải nộp đầu năm,Lỗ năm trước chuyển sang > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,8.092.386.221,3.123.633.401,8092386221.0,3123633401.0
Điều chỉnh thuế TNDN trích thiếu các năm trước,Lỗ năm trước chuyển sang > Điều chỉnh thuế TNDN trích thiếu các năm trước,Điều chỉnh thuế TNDN trích thiếu các năm trước,467.018.625,-,467018625.0,
Thuế TNDN trả thay TIC trong HĐHTKD,Lỗ năm trước chuyển sang > Thuế TNDN trả thay TIC trong HĐHTKD,Thuế TNDN trả thay TIC trong HĐHTKD,1.379.433.218,1.991.683.797,1379433218.0,1991683797.0
Thuế TNDN đã nộp trong năm,Lỗ năm trước chuyển sang > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(12.359.855.848),(4.175.372.831),-12359855848.0,-4175372831.0
Thuế TNDN phải nộp cuối năm,Lỗ năm trước chuyển sang > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,882.641.957,8.092.386.221,882641957.0,8092386221.0
