row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021triệu đồng,Ngày 31 tháng 12năm 2020(trình bày lạitriệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2020(trình bày lạitriệu đồng
Bất động sản,Bất động sản,Bất động sản,1.485.228.794,1.460.780.802,1485228794.0,1460780802.0
Động sản,Động sản,Động sản,67.924.197,66.760.200,67924197.0,66760200.0
"Tiền gửi, vàng, đá quý, kim loại quý, chứng từ có giá","Tiền gửi, vàng, đá quý, kim loại quý, chứng từ có giá","Tiền gửi, vàng, đá quý, kim loại quý, chứng từ có giá",212.673.385,161.039.096,212673385.0,161039096.0
Tài sản khác,Tài sản khác,Tài sản khác,548.983.009,545.784.309,548983009.0,545784309.0
,,,2.314.809.385,2.234.364.407,2314809385.0,2234364407.0
