row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021triệu đồng,%,Ngày 31 tháng 12năm 2020triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,51.387.706,"4,59",54.554.728,"5,43",51387706.0,4.59,54554728.0,5.43
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,23.975.234,"2,14",29.243.619,"2,91",23975234.0,2.14,29243619.0,2.91
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,7.015.249,"0,63",7.633.633,"0,76",7015249.0,0.63,7633633.0,0.76
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,253.621.575,"22,64",233.253.853,"23,21",253621575.0,22.64,233253853.0,23.21
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lẻ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lẻ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lẻ của công ty,29.892.364,"2,67",29.588.339,"2,94",29892364.0,2.67,29588339.0,2.94
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,322.428.466,"28,79",278.533.887,"27,72",322428466.0,28.79,278533887.0,27.72
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,284.269,"0,03",363.403,"0,04",284269.0,0.03,363403.0,0.04
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,12.255.188,"1,09",12.587.912,"1,25",12255188.0,1.09,12587912.0,1.25
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,56.166.155,"5,01",53.208.828,"5,29",56166155.0,5.01,53208828.0,5.29
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.436.474,"0,13",1.460.651,"0,15",1436474.0,0.13,1460651.0,0.15
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",359.666.150,"32,11",302.052.315,"30,06",359666150.0,32.11,302052315.0,30.06
"Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội",975.535,"0,09",1.513.982,"0,15",975535.0,0.09,1513982.0,0.15
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,958.720,"0,08",980.391,"0,09",958720.0,0.08,980391.0,0.09
,,,1.120.063.085,100,1.004.975.541,100,1120063085.0,100.0,1004975541.0,100.0
