row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay triệu đồng,Tổng tiền gửi triệu đồng,Các cam kết tín dụng triệu đồng,CCTC phái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng dư nợ cho vay triệu đồng,numeric__Tổng tiền gửi triệu đồng,numeric__Các cam kết tín dụng triệu đồng,numeric__CCTC phái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,1.132.603.329,1.223.244.028,109.824.524,1.454.790,176.871.817,1132603329.0,1223244028.0,109824524.0,1454790.0,176871817.0
Nước ngoài,Nước ngoài,Nước ngoài,3.964.944,797.633,125.103,-,-,3964944.0,797633.0,125103.0,,
,,,1.136.568.273,1.224.041.661,112.949.627,1.454.790,176.871.817,1136568273.0,1224041661.0,112949627.0,1454790.0,176871817.0
