row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,54.663.953.884,54.663.953.884,101.973.968.811,507.504.222.937,460.194.208.010,460.194.208.010,54663953884.0,54663953884.0,101973968811.0,507504222937.0,460194208010.0,460194208010.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,12.405.261.884,12.405.261.884,59.652.930.811,292.977.974.572,245.730.305.645,245.730.305.645,12405261884.0,12405261884.0,59652930811.0,292977974572.0,245730305645.0,245730305645.0
Ngân Hàng TMCP Phát triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng TMCP Phát triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng TMCP Phát triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),12.405.261.884,12.405.261.884,29.555.164.127,26.226.208.138,9.076.305.895,9.076.305.895,12405261884.0,12405261884.0,29555164127.0,26226208138.0,9076305895.0,9076305895.0
Ngân hàng Bảo Việt - CN Hà Nội,Ngân hàng Bảo Việt - CN Hà Nội,Ngân hàng Bảo Việt - CN Hà Nội,-,-,30.097.766.684,266.751.766.434,236.653.999.750,236.653.999.750,,,30097766684.0,266751766434.0,236653999750.0,236653999750.0
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,42.258.692.000,42.258.692.000,42.321.038.000,214.526.248.365,214.463.902.365,214.463.902.365,42258692000.0,42258692000.0,42321038000.0,214526248365.0,214463902365.0,214463902365.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I,-,-,-,81.161.124.905,81.161.124.905,81.161.124.905,,,,81161124905.0,81161124905.0,81161124905.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN,-,-,-,39.905.098.965,39.905.098.965,39.905.098.965,,,,39905098965.0,39905098965.0,39905098965.0
Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội,Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội,Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội,-,-,-,93.397.678.495,93.397.678.495,93.397.678.495,,,,93397678495.0,93397678495.0,93397678495.0
Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),42.258.692.000,42.258.692.000,42.321.038.000,62.346.000,-,-,42258692000.0,42258692000.0,42321038000.0,62346000.0,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,545.866.680.156,545.866.680.156,1.234.387.718.156,793.506.038.000,104.985.000.000,104.985.000.000,545866680156.0,545866680156.0,1234387718156.0,793506038000.0,104985000000.0,104985000000.0
Ngân hàng TMCP Sài Gòn Hà Nội (SHB) - CN Nam Định,Ngân hàng TMCP Sài Gòn Hà Nội (SHB) - CN Nam Định,Ngân hàng TMCP Sài Gòn Hà Nội (SHB) - CN Nam Định,-,-,-,6.185.000.000,6.185.000.000,6.185.000.000,,,,6185000000.0,6185000000.0,6185000000.0
Ngân hàng Bảo Việt - Trung tâm Kinh doanh (1.3),Ngân hàng Bảo Việt - Trung tâm Kinh doanh (1.3),Ngân hàng Bảo Việt - Trung tâm Kinh doanh (1.3),250.000.000.000,250.000.000.000,250.000.000.000,-,-,-,250000000000.0,250000000000.0,250000000000.0,,,
Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),80.644.443.606,80.644.443.606,24.165.481.606,42.321.038.000,98.800.000.000,98.800.000.000,80644443606.0,80644443606.0,24165481606.0,42321038000.0,98800000000.0,98800000000.0
Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (1.4),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (1.4),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (1.4),215.222.236.550,215.222.236.550,215.222.236.550,-,-,-,215222236550.0,215222236550.0,215222236550.0,,,
Ngân hàng Bảo Việt - Hội sở chính,Ngân hàng Bảo Việt - Hội sở chính,Ngân hàng Bảo Việt - Hội sở chính,-,-,745.000.000.000,745.000.000.000,-,-,,,745000000000.0,745000000000.0,,
Tổng,Tổng,Tổng,600.530.634.040,600.530.634.040,1.336.361.686.967,1.301.010.260.937,565.179.208.010,565.179.208.010,600530634040.0,600530634040.0,1336361686967.0,1301010260937.0,565179208010.0,565179208010.0
