row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2025 VND,Năm 2024 VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2025 VND,numeric__Năm 2024 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,1.142.739.310.537,1.615.671.932.877,,1.0,61.0,1142739310537.0,1615671932877.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,1.142.739.310.537,1.615.671.932.877,,10.0,,1142739310537.0,1615671932877.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,796.383.186.498,1.097.119.148.438,,11.0,62.0,796383186498.0,1097119148438.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,346.356.124.039,518.552.784.439,,20.0,,346356124039.0,518552784439.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,94.114.171.236,61.531.724.517,,21.0,63.0,94114171236.0,61531724517.0
7.,7.,7.,Chi phí tài chính,22,6.4,175.167.439.806,273.364.745.530,,22.0,64.0,175167439806.0,273364745530.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,153.816.109.582,103.253.638.360,,23.0,,153816109582.0,103253638360.0
8,8,8,"Phần lãi (lỗ) trong công ty liên doanh, liên kết",24,,(99.134.803),-,,24.0,,-99134803.0,
9,9,9,Chi phí bán hàng,25,6.5,2.348.779.743,109.149.970.299,,25.0,65.0,2348779743.0,109149970299.0
10,10,10,Chi phí quản lý doanh nghiệp,26,6.5,61.433.437.892,102.308.165.963,,26.0,65.0,61433437892.0,102308165963.0
11,11,11,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)-(25+26)},30,,201.421.503.031,95.261.627.164,,30.0,,201421503031.0,95261627164.0
12,12,12,Thu nhập khác,31,6.6,8.148.609.317,20.713.594.239,,31.0,66.0,8148609317.0,20713594239.0
13,13,13,Chi phí khác,32,6.6,25.855.187.913,8.535.790.858,,32.0,66.0,25855187913.0,8535790858.0
14,14,14,Lợi nhuận khác (40 = 31-32),40,6.6,(17.706.578.596),12.177.803.381,,40.0,66.0,-17706578596.0,12177803381.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,183.714.924.435,107.439.430.545,,50.0,,183714924435.0,107439430545.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,58.426.275.189,42.742.524.889,,51.0,67.0,58426275189.0,42742524889.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,6.8,350.151.111,3.231.898.925,,52.0,68.0,350151111.0,3231898925.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,124.938.498.135,61.465.006.731,,60.0,,124938498135.0,61465006731.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,121.334.755.833,57.446.751.273,,61.0,,121334755833.0,57446751273.0
20,20,20,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,3.603.742.302,4.018.255.458,,62.0,,3603742302.0,4018255458.0
21,21,21,Lãi cơ bản trên cổ phiếu,70,6.9,388,186,,70.0,69.0,388.0,186.0
