row_label_raw,row_label_full,Ông Nguyễn Văn Phương,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nguyễn Việt Đức,Ông Nguyễn Việt Đức,Ông Nguyễn Việt Đức,Phó Tổng Giám đốc,
Ông Nguyễn Ngọc Thám,Ông Nguyễn Ngọc Thám,Ông Nguyễn Ngọc Thám,Phó Tổng Giám đốc,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Phó Tổng Giám đốc,
