row_label_raw,row_label_full,Số đầu năm,Năm 2025VND > 198.579.808.622,Năm 2024VND > 205.744.776.804,numeric__Năm 2025VND > 198.579.808.622,numeric__Năm 2024VND > 205.744.776.804
Giảm do mất quyền kiểm soátvà trở thành Công ty liên kết,Giảm do mất quyền kiểm soátvà trở thành Công ty liên kết,Giảm do mất quyền kiểm soátvà trở thành Công ty liên kết,(202.145.812.269),-,-202145812269.0,
"Trích quỹ và thù lao HĐQT, BKS","Trích quỹ và thù lao HĐQT, BKS","Trích quỹ và thù lao HĐQT, BKS",(37.738.655),(413.407.892),-37738655.0,-413407892.0
Chi trả cổ tức tại Công ty con,Chi trả cổ tức tại Công ty con,Chi trả cổ tức tại Công ty con,-,(8.842.493.074),,-8842493074.0
Tăng do tăng tỷ lệ sở hữu Công ty con,Tăng do tăng tỷ lệ sở hữu Công ty con,Tăng do tăng tỷ lệ sở hữu Công ty con,-,(708.836.453),,-708836453.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,3.603.742.302,4.018.255.458,3603742302.0,4018255458.0
Giảm do thanh lý Công ty con,Giảm do thanh lý Công ty con,Giảm do thanh lý Công ty con,-,(1.218.486.221),,-1218486221.0
Số cuối năm,Số cuối năm,Số cuối năm,-,198.579.808.622,,198579808622.0
