row_label_raw,row_label_full,col_0,31/12/2025 (VND) > Giá gốc,31/12/2025 (VND) > Giá trị có thể thu hồi,01/01/2025 (VND) > Giá gốc,01/01/2025 (VND) > Giá trị có thể thu hồi,numeric__31/12/2025 (VND) > Giá gốc,numeric__31/12/2025 (VND) > Giá trị có thể thu hồi,numeric__01/01/2025 (VND) > Giá gốc,numeric__01/01/2025 (VND) > Giá trị có thể thu hồi
"Dự án Phú Hải, Phường Phú Thủy, tỉnh Lâm Đồng","Dự án Phú Hải, Phường Phú Thủy, tỉnh Lâm Đồng","Dự án Phú Hải, Phường Phú Thủy, tỉnh Lâm Đồng",-,-,5.947.304.545,5.947.304.545,,,5947304545.0,5947304545.0
Tổng,Tổng,Tổng,-,-,5.947.304.545,5.947.304.545,,,5947304545.0,5947304545.0
