row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.066.277.185.218,1.066.277.185.218,777.411.056.620,1.646.773.761.267,1.935.639.889.865,1.935.639.889.865,1066277185218.0,1066277185218.0,777411056620.0,1646773761267.0,1935639889865.0,1935639889865.0
Vay ngân hàng (1),Vay ngân hàng (1),Vay ngân hàng (1),54.663.953.884,54.663.953.884,101.973.968.811,507.504.222.937,460.194.208.010,460.194.208.010,54663953884.0,54663953884.0,101973968811.0,507504222937.0,460194208010.0,460194208010.0
Vay ngân hàng ngắn hạn,Vay ngân hàng ngắn hạn,Vay ngân hàng ngắn hạn,12.405.261.884,12.405.261.884,59.652.930.811,292.977.974.572,245.730.305.645,245.730.305.645,12405261884.0,12405261884.0,59652930811.0,292977974572.0,245730305645.0,245730305645.0
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,42.258.692.000,42.258.692.000,42.321.038.000,214.526.248.365,214.463.902.365,214.463.902.365,42258692000.0,42258692000.0,42321038000.0,214526248365.0,214463902365.0,214463902365.0
Trái phiếu ngắn hạn (2),Trái phiếu ngắn hạn (2),Trái phiếu ngắn hạn (2),-,-,-,80.000.000.000,80.000.000.000,80.000.000.000,,,,80000000000.0,80000000000.0,80000000000.0
Trái phiếu dài hạn đến hạn trả (2),Trái phiếu dài hạn đến hạn trả (2),Trái phiếu dài hạn đến hạn trả (2),375.000.000.000,375.000.000.000,731.874.145,425.000.000.000,799.268.125.855,799.268.125.855,375000000000.0,375000000000.0,731874145.0,425000000000.0,799268125855.0,799268125855.0
Công ty Cổ phần Đầu tư Bất Đông Sản Prime Land (3),Công ty Cổ phần Đầu tư Bất Đông Sản Prime Land (3),Công ty Cổ phần Đầu tư Bất Đông Sản Prime Land (3),57.138.000.000,57.138.000.000,57.138.000.000,-,-,-,57138000000.0,57138000000.0,57138000000.0,,,
Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (4),Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (4),Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (4),105.440.563.104,105.440.563.104,-,77.427.638.330,182.868.201.434,182.868.201.434,105440563104.0,105440563104.0,,77427638330.0,182868201434.0,182868201434.0
Công ty Cổ phần Tập đoàn Truyền thông BOD (tên cũ là Công ty Cổ phần Tư vấn và Đầu tư Quốc tế Superior),Công ty Cổ phần Tập đoàn Truyền thông BOD (tên cũ là Công ty Cổ phần Tư vấn và Đầu tư Quốc tế Superior),Công ty Cổ phần Tập đoàn Truyền thông BOD (tên cũ là Công ty Cổ phần Tư vấn và Đầu tư Quốc tế Superior),-,-,-,12.800.000.000,12.800.000.000,12.800.000.000,,,,12800000000.0,12800000000.0,12800000000.0
Công ty TNHH Công nghệ và Giải trí We tube,Công ty TNHH Công nghệ và Giải trí We tube,Công ty TNHH Công nghệ và Giải trí We tube,-,-,-,6.500.000.000,6.500.000.000,6.500.000.000,,,,6500000000.0,6500000000.0,6500000000.0
Công ty Cổ phần Địa ốc Thiên Hòa (5),Công ty Cổ phần Địa ốc Thiên Hòa (5),Công ty Cổ phần Địa ốc Thiên Hòa (5),7.500.000.000,7.500.000.000,500.000.000,-,7.000.000.000,7.000.000.000,7500000000.0,7500000000.0,500000000.0,,7000000000.0,7000000000.0
Vay cá nhân (6),Vay cá nhân (6),Vay cá nhân (6),466.534.668.230,466.534.668.230,617.067.213.664,537.541.900.000,387.009.354.566,387.009.354.566,466534668230.0,466534668230.0,617067213664.0,537541900000.0,387009354566.0,387009354566.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,670.866.680.156,670.866.680.156,1.359.387.718.156,793.506.038.000,104.985.000.000,104.985.000.000,670866680156.0,670866680156.0,1359387718156.0,793506038000.0,104985000000.0,104985000000.0
Vay ngân hàng (1),Vay ngân hàng (1),Vay ngân hàng (1),545.866.680.156,545.866.680.156,1.234.387.718.156,793.506.038.000,104.985.000.000,104.985.000.000,545866680156.0,545866680156.0,1234387718156.0,793506038000.0,104985000000.0,104985000000.0
Trái phiếu (2),Trái phiếu (2),Trái phiếu (2),125.000.000.000,125.000.000.000,125.000.000.000,-,-,-,125000000000.0,125000000000.0,125000000000.0,,,
Tổng,Tổng,Tổng,1.737.143.865.374,1.737.143.865.374,2.136.798.774.776,2.440.279.799.267,2.040.624.889.865,2.040.624.889.865,1737143865374.0,1737143865374.0,2136798774776.0,2440279799267.0,2040624889865.0,2040624889865.0
Trong đó: Vay các bên liên quan(Chi tiết trình bày tại Thuyết minh số 7.1),Trong đó: Vay các bên liên quan(Chi tiết trình bày tại Thuyết minh số 7.1),Trong đó: Vay các bên liên quan(Chi tiết trình bày tại Thuyết minh số 7.1),5.239.000.000,5.239.000.000,-,2.500.000.000,7.739.000.000,7.739.000.000,5239000000.0,5239000000.0,,2500000000.0,7739000000.0,7739000000.0
