row_label_raw,row_label_full,5,Chi nhánh,Sàn Thủ Thiêm,"Số 288 Trần Não, Phường Bình An, Quận 2, TP. Hồ Chí Minh",numeric__Chi nhánh,numeric__Sàn Thủ Thiêm,"numeric__Số 288 Trần Não, Phường Bình An, Quận 2, TP. Hồ Chí Minh"
6,6,6,Chi nhánh,Nguyễn Hữu Cảnh 2,"11C Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, TP. Hồ Chí Minh",,,
7,7,7,Văn phòng đại diện,Dragon Park 2,"DP-03 Dragon Parc 2, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh",,,
8,8,8,Chi nhánh,Him Lam,"Lô B10-B11, Khu dân cư Kim Sơn, Phường Tân Phong, Quận 7, TP. Hồ Chí Minh",,,
9,9,9,Chi nhánh,Sala,"SH5-7, Số 75 Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, TP. Hồ Chí Minh",,,
10,10,10,Chi nhánh,Nguyễn Hữu Cảnh 1,"Lake View I, Căn LV1-A106 + LV1-A206, 63 Phường An Khánh, Quận 2, TP. Hồ Chí Minh",,,
11,11,11,Chi nhánh,SGpearl,"Căn S-16 , 92 Nguyễn Hữu Cảnh, Quận Bình Thạnh, TP. Hồ Chí Minh",,,
