row_label_raw,row_label_full,col_0,VốnĐiều lệ,LNST chưa phân phối,Cộng,numeric__VốnĐiều lệ,numeric__LNST chưa phân phối,numeric__Cộng
,,,VND,VND,VND,,,
Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,1.200.000.000.000,34.806.247.850,1.234.806.247.850,1200000000000.0,34806247850.0,1234806247850.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,16.439.407.637,16.439.407.637,,16439407637.0,16439407637.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,1.200.000.000.000,51.245.655.487,1.251.245.655.487,1200000000000.0,51245655487.0,1251245655487.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,10.161.792.338,10.161.792.338,,10161792338.0,10161792338.0
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,1.200.000.000.000,61.407.447.825,1.261.407.447.825,1200000000000.0,61407447825.0,1261407447825.0
