row_label_raw,row_label_full,Tên công ty liên kết,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty liên kết,Tên công ty liên kết,Tên công ty liên kết,Lĩnh vực kinh doanh,Tỷ lệ sở hữu(%),Giá gốc đầu tưVND,Tỷ lệ sở hữu(%),Giá gốc đầu tưVND,,,,,
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (i),Tên công ty liên kết > Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (i),Công ty Cổ phần Dịch vụ Du lịch Phú Thọ (i),Kinh doanh dịch vụ du lịch,"34,96%",534.052.970.000,"34,96%",537.552.970.000,,0.3496,534052970000.0,0.3496,537552970000.0
Công ty Cổ phần Đầu tư và Phát triển Ha tầng An Việt,Tên công ty liên kết > Công ty Cổ phần Đầu tư và Phát triển Ha tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Ha tầng An Việt,Phát triển hạ tầng,45%,155.500.000.000,45%,155.500.000.000,,0.45,155500000000.0,0.45,155500000000.0
Công ty Cổ phần Capella Việt Nam,Tên công ty liên kết > Công ty Cổ phần Capella Việt Nam,Công ty Cổ phần Capella Việt Nam,Tổ chức sự kiện và quảng cáo,"31,48%",3.148.000.000,"31,48%",3.148.000.000,,0.3148,3148000000.0,0.3148,3148000000.0
TỔNG CỘNG,Tên công ty liên kết > TỔNG CỘNG,TỔNG CỘNG,,,692.700.970.000,,696.200.970.000,,,692700970000.0,,696200970000.0
Dư phòng đầu tư tài chính dài hạn,Tên công ty liên kết > Dư phòng đầu tư tài chính dài hạn,Dư phòng đầu tư tài chính dài hạn,,,(6.528.446.919),,(10.110.324.490),,,-6528446919.0,,-10110324490.0
GIÁ TRI THUÀN,Tên công ty liên kết > GIÁ TRI THUÀN,GIÁ TRI THUÀN,,,686.172.523.081,,686.090.645.510,,,686172523081.0,,686090645510.0
