row_label_raw,row_label_full,col_0,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Bảng cân đối kế toán riêng,numeric__Bảng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Lỗ thuế chuyển sang các năm sau,Lỗ thuế chuyển sang các năm sau,Lỗ thuế chuyển sang các năm sau,146.332.796,-,146.332.796,(387.980.289),146332796.0,,146332796.0,-387980289.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,146.332.796,-,,,146332796.0,,,
Thu nhập (chi phí) thuế thu nhập hoãn lại,Thu nhập (chi phí) thuế thu nhập hoãn lại,Thu nhập (chi phí) thuế thu nhập hoãn lại,Thu nhập (chi phí) thuế thu nhập hoãn lại,Thu nhập (chi phí) thuế thu nhập hoãn lại,146.332.796,(387.980.289),,,146332796.0,-387980289.0
