row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Nhân vốn góp HĐHTĐT (*),Nhân vốn góp HĐHTĐT (*),Nhân vốn góp HĐHTĐT (*),832.500.000.000,80.000.000.000,832500000000.0,80000000000.0
Chi phí lãi từ HĐHTĐT,Chi phí lãi từ HĐHTĐT,Chi phí lãi từ HĐHTĐT,40.852.554.794,-,40852554794.0,
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,6.585.782.302,7.046.811.547,6585782302.0,7046811547.0
Ký quỹ đề chuyển nhượng khoản đầu tư,Ký quỹ đề chuyển nhượng khoản đầu tư,Ký quỹ đề chuyển nhượng khoản đầu tư,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Cổ tức,Cổ tức,Cổ tức,1.372.031.029,1.373.514.169,1372031029.0,1373514169.0
Khác,Khác,Khác,15.475.578.962,883.500.153,15475578962.0,883500153.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,901.785.947.087,94.303.825.869,901785947087.0,94303825869.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,882.628.329.167,88.064.119.217,882628329167.0,88064119217.0
Phải trả các bên liên quan(Thuyết minh số 21),Trong đó: > Phải trả các bên liên quan(Thuyết minh số 21),Phải trả các bên liên quan(Thuyết minh số 21),19.157.617.920,6.239.706.652,19157617920.0,6239706652.0
