row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,712.961.896.045,682.152.011.560,,,712961896045.0,682152011560.0
110,110,110,I. Tiền,4,55.571.016.531,9.882.861.607,,4.0,55571016531.0,9882861607.0
111,111,111,1. Tiền,4,55.571.016.531,9.882.861.607,,4.0,55571016531.0,9882861607.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,187.250.670.907,304.990.313.434,,5.0,187250670907.0,304990313434.0
121,121,121,1. Chứng khoán kinh doanh,5,343.537.744.467,391.118.428.057,,5.0,343537744467.0,391118428057.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,5,(156.287.073.560),(86.128.114.623),,5.0,-156287073560.0,-86128114623.0
130,130,130,III. Các khoản phải thu ngắn hạn,,468.338.154.876,366.653.895.357,,,468338154876.0,366653895357.0
132,132,132,1. Trả trước cho người bán ngắn hạn,,-,818.400.000,,,,818400000.0
135,135,135,2. Phải thu về cho vay ngắn hạn,6,27.000.000.000,7.600.000.000,,6.0,27000000000.0,7600000000.0
136,136,136,3. Phải thu ngắn hạn khác,7,441.338.154.876,358.235.495.357,,7.0,441338154876.0,358235495357.0
150,150,150,IV. Tài sản ngắn hạn khác,,1.802.053.731,624.941.162,,,1802053731.0,624941162.0
151,151,151,1. Chi phí trả trước ngắn hạn,,11.172.727,126.378.205,,,11172727.0,126378205.0
152,152,152,2. Thuế GTGT được khấu trừ,,248.174.546,94.209.823,,,248174546.0,94209823.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,10,1.542.706.458,404.353.134,,10.0,1542706458.0,404353134.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.883.435.592.351,2.877.933.694.789,,,2883435592351.0,2877933694789.0
210,210,210,I. Khoản phải thu dài hạn,,1.516.978.880,71.266.978.880,,,1516978880.0,71266978880.0
216,216,216,1. Phải thu dài hạn khác,7,1.516.978.880,71.266.978.880,,7.0,1516978880.0,71266978880.0
220,220,220,II. Tài sản cố định,,93.462.464,304.764.681,,,93462464.0,304764681.0
221,221,221,1. Tài sản cố định hữu hình,8,93.462.464,72.154.685,,8.0,93462464.0,72154685.0
222,222,222,Nguyên giá,,15.674.093.480,16.064.884.550,,,15674093480.0,16064884550.0
223,223,223,Giá trị khấu hao lũy kế,,(15.580.631.016),(15.992.729.865),,,-15580631016.0,-15992729865.0
227,227,227,2. Tài sản cố định vô hình,,-,232.609.996,,,,232609996.0
228,228,228,Nguyên giá,,697.830.000,697.830.000,,,697830000.0,697830000.0
229,229,229,Giá trị hao mòn lũy kế,,(697.830.000),(465.220.004),,,-697830000.0,-465220004.0
250,250,250,III. Đầu tư tài chính dài hạn,9,2.881.306.188.714,2.805.526.534.172,,9.0,2881306188714.0,2805526534172.0
251,251,251,1. Đầu tư vào công ty con,,1.888.888.892.000,1.867.888.892.000,,,1888888892000.0,1867888892000.0
252,252,252,2. Đầu tư vào công ty liên kết,,692.700.970.000,696.200.970.000,,,692700970000.0,696200970000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,482.900.000.000,415.400.000.000,,,482900000000.0,415400000000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(183.183.673.286),(173.963.327.828),,,-183183673286.0,-173963327828.0
260,260,260,IV. Tài sản dài hạn khác,,518.962.293,835.417.056,,,518962293.0,835417056.0
261,261,261,1. Chi phí trả trước dài hạn,,372.629.497,835.417.056,,,372629497.0,835417056.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,146.332.796,-,,,146332796.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,3.596.397.488.396,3.560.085.706.349,,,3596397488396.0,3560085706349.0
