row_label_raw,row_label_full,Ông Nguyễn Hải Dương,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Hồ Anh Dũng,Ông Hồ Anh Dũng,Ông Hồ Anh Dũng,Phó Chủ tịch,bổ nhiệm ngày 29 tháng 3 năm 2019,,
Ông Hoàng Trí Cường,Ông Hoàng Trí Cường,Ông Hoàng Trí Cường,Phó Chủ tịch,từ nhiệm ngày 22 tháng 3 năm 2019,,
Ông Nguyễn Hồng Hải,Ông Nguyễn Hồng Hải,Ông Nguyễn Hồng Hải,Thành viên,,,
Ông Chu Đức Tâm,Ông Chu Đức Tâm,Ông Chu Đức Tâm,Thành viên,bổ nhiệm ngày 29 tháng 3 năm 2019,,
Bà Lê Thị Lan Hương,Bà Lê Thị Lan Hương,Bà Lê Thị Lan Hương,Thành viên,bổ nhiệm ngày 29 tháng 3 năm 2019,,
Ông Trần Hải Quang,Ông Trần Hải Quang,Ông Trần Hải Quang,Thành viên,từ nhiệm ngày 15 tháng 3 năm 2019,,
