row_label_raw,row_label_full,Tổng Công ty Sản xuất – Xuất nhập khẩuBình Dương - Công ty Cổ phầnCông ty Cổ phần Đầu tư Ngành nước DNP (*)Công ty Cổ phần Đầu tư và Xây dựngHạ tầng AlphanamCông ty Cổ phần Du lịch Bưu ĐiệnCông ty Cổ phần Vietferm,Số cuối năm > 398.400.000.00067.500.000.00013.500.000.0003.000.000.000500.000.000,VND Số đầu năm > 398.400.000.000-13.500.000.0003.000.000.000500.000.000,numeric__Số cuối năm > 398.400.000.00067.500.000.00013.500.000.0003.000.000.000500.000.000,numeric__VND Số đầu năm > 398.400.000.000-13.500.000.0003.000.000.000500.000.000
TỔNG CỘNGDự phòng đầu tư tài chính dài hạn,TỔNG CỘNGDự phòng đầu tư tài chính dài hạn,TỔNG CỘNGDự phòng đầu tư tài chính dài hạn,482.900.000.000(13.500.000.000),415.400.000.000(13.500.000.000),,
GIÁ TRỊ THUÀN,TỔNG CỘNGDự phòng đầu tư tài chính dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,469.400.000.000,401.900.000.000,469400000000.0,401900000000.0
