row_label_raw,row_label_full,Mã số,CHỈ TIẾU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIẾU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,16.1,2.588.863.636,175.751.595.508,,161.0,2588863636.0,175751595508.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,17,(58.228.752),(64.266.324.260),,17.0,-58228752.0,-64266324260.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.530.634.884,111.485.271.248,,,2530634884.0,111485271248.0
21,21,21,4. Doanh thu hoạt động tài chính,16.2,243.319.754.123,200.221.640.580,,162.0,243319754123.0,200221640580.0
22,22,22,5. Chi phí tài chínhTrong đó: Chi phí lãi vay,18,(178.983.645.019)(57.903.725.645),(202.973.770.913)(94.997.534.226),,18.0,,
23,23,23,5. Chi phí tài chínhTrong đó: Chi phí lãi vay,18,(178.983.645.019)(57.903.725.645),(202.973.770.913)(94.997.534.226),,18.0,,
25,25,25,6. Chi phí bán hàng,19,-,(13.206.379.636),,19.0,,-13206379636.0
26,26,26,7. Chi phí quản lý doanh nghiệp,19,(19.697.852.133),(24.541.302.518),,19.0,-19697852133.0,-24541302518.0
30,30,30,8. Lợi nhuận thuần từ hoạt động kinh doanh,,47.168.891.855,70.985.458.761,,,47168891855.0,70985458761.0
31,31,31,9. Thu nhập khác,,60.778.709,84.000.000,,,60778709.0,84000000.0
40,40,40,10. Lợi nhuận khác,,60.778.709,84.000.000,,,60778709.0,84000000.0
50,50,50,11. Tổng lợi nhuận kế toán trước thuế,,47.229.670.564,71.069.458.761,,,47229670564.0,71069458761.0
51,51,51,12. Chi phí thuế TNDN hiện hành,20.1,-,(17.347.247.005),,201.0,,-17347247005.0
52,52,52,13. Thu nhập (chỉ phí) thuế TNDN hoãn lại,20.3,146.332.796,(387.980.289),,203.0,146332796.0,-387980289.0
60,60,60,14. Lợi nhuận sau thuế TNDN,,47.376.003.360,53.334.231.467,,,47376003360.0,53334231467.0
