row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,,
Mua dịch vụ,Công ty Cổ phần Mekong Logistics > Mua dịch vụ,Mua dịch vụ,115.904.332.277,106.688.876.187,115904332277.0,106688876187.0
Cổ tức nhận được,Công ty Cổ phần Mekong Logistics > Cổ tức nhận được,Cổ tức nhận được,24.500.000.000,49.000.000.000,24500000000.0,49000000000.0
Cung cấp dịch vụ,Công ty Cổ phần Mekong Logistics > Cung cấp dịch vụ,Cung cấp dịch vụ,-,14.994.911,,14994911.0
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,
Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,,
Chi phí thuê văn phòng,Công ty Cổ phần Đầu tư Long Phụng > Chi phí thuê văn phòng,Chi phí thuê văn phòng,6.419.658.780,3.166.819.020,6419658780.0,3166819020.0
Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,,
MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,,
Chia cổ tức,MPM Investments Pte. Ltd. > Chia cổ tức,Chia cổ tức,57.704.400.000,161.460.000.000,57704400000.0,161460000000.0
Bà Chu Thị Bình,Bà Chu Thị Bình,Bà Chu Thị Bình,Bà Chu Thị Bình,Bà Chu Thị Bình,,
Chia cổ tức,Bà Chu Thị Bình > Chia cổ tức,Chia cổ tức,27.679.088.364,80.839.241.570,27679088364.0,80839241570.0
Ông Lê Văn Quang,Ông Lê Văn Quang,Ông Lê Văn Quang,Ông Lê Văn Quang,Ông Lê Văn Quang,,
Chia cổ tức,Ông Lê Văn Quang > Chia cổ tức,Chia cổ tức,25.195.425.557,74.036.024.105,25195425557.0,74036024105.0
