row_label_raw,row_label_full,col_0,Tổng tài sản,Tổng tài sản_1,numeric__Tổng tài sản,numeric__Tổng tài sản_1
,,,31/12/2023VND,1/1/2023VND,,
Việt Nam,Việt Nam,Việt Nam,9.667.548.781.713,10.012.009.273.047,9667548781713.0,10012009273047.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,515.309.116.045,607.727.561.109,515309116045.0,607727561109.0
Nhật Bản,Nhật Bản,Nhật Bản,25.646.565.295,18.104.732.268,25646565295.0,18104732268.0
,,,10.208.504.463.053,10.637.841.566.424,10208504463053.0,10637841566424.0
