row_label_raw,row_label_full,col_0,1/1/2023VND,Số đã cán trừVND,31/12/2023VND,numeric__1/1/2023VND,numeric__Số đã cán trừVND,numeric__31/12/2023VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,25.759.257.498,(4.108.877.807),21.650.379.691,25759257498.0,-4108877807.0,21650379691.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,393.533.005,(5.921.378),387.611.627,393533005.0,-5921378.0,387611627.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.697,-,761.228.697,761228697.0,,761228697.0
Thuế khác,Thuế khác,Thuế khác,1.067.612.507,(335.842.940),731.769.567,1067612507.0,-335842940.0,731769567.0
,,,27.981.631.707,(4.450.642.125),23.530.989.582,27981631707.0,-4450642125.0,23530989582.0
