row_label_raw,row_label_full,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết_1,Đầu tư vào công ty liên kết_2,Đầu tư vào công ty liên kết_3,Đầu tư vào công ty liên kết_4,Đầu tư vào công ty liên kết_5,Đầu tư vào công ty liên kết_6,Đầu tư vào công ty liên kết_7,numeric__Đầu tư vào công ty liên kết_1,numeric__Đầu tư vào công ty liên kết_2,numeric__Đầu tư vào công ty liên kết_3,numeric__Đầu tư vào công ty liên kết_4,numeric__Đầu tư vào công ty liên kết_5,numeric__Đầu tư vào công ty liên kết_6,numeric__Đầu tư vào công ty liên kết_7
,,,Địa chỉ,% quyền biểu quyết,% lợi ích kinh tế,31/12/2023,31/12/2023,1/1/2023,1/1/2023,,,,,,,
,,,Địa chỉ,% quyền biểu quyết,% lợi ích kinh tế,Giá trị ghi số VND,Giá trị hợp lý VND,Giá trị ghi số VND,Giá trị hợp lý VND,,,,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),"Thành phố Hồ Chí Minh, Việt Nam","49,00%","49,00%",16.688.214.441,(*),10.358.838.172,(*),,0.49,0.49,16688214441.0,,10358838172.0,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),"Tỉnh Hậu Giang, Việt Nam","49,00%","49,00%",202.569.468.519,(*),195.760.511.724,(*),,0.49,0.49,202569468519.0,,195760511724.0,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”),,,,219.257.682.960,,206.119.349.896,,,,,219257682960.0,,206119349896.0,
