row_label_raw,row_label_full,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2023,Tổng tài sản VND,Tổng nợ phải trả VND,Tổng vốn chủ sở hữu VND,Lợi nhuận thuần sau thuế VND,numeric__Tổng tài sản VND,numeric__Tổng nợ phải trả VND,numeric__Tổng vốn chủ sở hữu VND,numeric__Lợi nhuận thuần sau thuế VND
Aquamekong,Aquamekong,Aquamekong,61.930.011.295,26.979.587.985,34.950.423.310,12.917.094.427,61930011295.0,26979587985.0,34950423310.0,12917094427.0
Mekong Logistics,Mekong Logistics,Mekong Logistics,411.152.701.109,7.367.352.816,403.785.348.293,63.895.830.194,411152701109.0,7367352816.0,403785348293.0,63895830194.0
Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2022,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2022,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2022,Tổng tài sản VND,Tổng nợ phải trả VND,Tổng vốn chủ sở hữu VND,Lợi nhuận thuần sau thuế VND,,,,
Aquamekong,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2022 > Aquamekong,Aquamekong,42.067.452.110,19.792.105.851,22.275.346.259,4.580.812.832,42067452110.0,19792105851.0,22275346259.0,4580812832.0
Mekong Logistics,Tại ngày và cho năm kết thúc ngày31 tháng 12 năm 2022 > Mekong Logistics,Mekong Logistics,399.038.211.159,6.132.752.903,392.905.458.256,60.318.803.142,399038211159.0,6132752903.0,392905458256.0,60318803142.0
