row_label_raw,row_label_full,col_0,30/9/2019 > % vốn chủ sở hữu/quyền biểu quyết,30/9/2019 > Giá gốc VND,30/9/2019 > Hạch toán theo phương pháp vốn chủ sở hữu VND,30/9/2019 > Giá trị hợp lý VND,1/10/2018 > % vốn chủ sở hữu/quyền biểu quyết,1/10/2018 > Giá gốc VND,1/10/2018 > Hạch toán theo phương pháp vốn chủ sở hữu VND,1/10/2018 > Giá trị hợp lý VND,numeric__30/9/2019 > % vốn chủ sở hữu/quyền biểu quyết,numeric__30/9/2019 > Giá gốc VND,numeric__30/9/2019 > Hạch toán theo phương pháp vốn chủ sở hữu VND,numeric__30/9/2019 > Giá trị hợp lý VND,numeric__1/10/2018 > % vốn chủ sở hữu/quyền biểu quyết,numeric__1/10/2018 > Giá gốc VND,numeric__1/10/2018 > Hạch toán theo phương pháp vốn chủ sở hữu VND,numeric__1/10/2018 > Giá trị hợp lý VND
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,,,,,,,,
▪ Công ty Cổ phần HoaSen Quy Nhơn,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần HoaSen Quy Nhơn,▪ Công ty Cổ phần HoaSen Quy Nhơn,-,-,-,-,45%,27.900.000.000,28.616.923.317,(*),,,,,0.45,27900000000.0,28616923317.0,
▪ Công ty Cổ phần Đầu tưHạ tầng Khu Côngnghiệp Hoa Sen Du Long,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Đầu tưHạ tầng Khu Côngnghiệp Hoa Sen Du Long,▪ Công ty Cổ phần Đầu tưHạ tầng Khu Côngnghiệp Hoa Sen Du Long,-,-,-,-,45%,15.615.000.000,7.740.754.684,(*),,,,,0.45,15615000000.0,7740754684.0,
▪ Công ty Cổ phần CảngQuốc tế Hoa Sen (**),Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần CảngQuốc tế Hoa Sen (**),▪ Công ty Cổ phần CảngQuốc tế Hoa Sen (**),49%,-,-,-,-,-,-,,0.49,,,,,,,
,,,,-,-,-,,43.515.000.000,36.357.678.001,,,,,,,43515000000.0,36357678001.0,
