row_label_raw,row_label_full,col_0,1/10/2018Giá trị ghi sô/Số cókhả năng trả nợVND,TăngVND,Biến động trong nămGiảmVND,Chênh lệchtỷ giáVND,30/9/2019Giá trị ghi sô/Số cókhả năng trả nợVND,numeric__1/10/2018Giá trị ghi sô/Số cókhả năng trả nợVND,numeric__TăngVND,numeric__Biến động trong nămGiảmVND,numeric__Chênh lệchtỷ giáVND,numeric__30/9/2019Giá trị ghi sô/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,10.112.404.503.735,20.222.447.838.378,(24.348.251.677.877),(1.967.601.634),5.984.633.062.602,10112404503735.0,20222447838378.0,-24348251677877.0,-1967601634.0,5984633062602.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),695.634.361.360,843.695.031.033,(870.196.968.857),-,669.132.423.536,695634361360.0,843695031033.0,-870196968857.0,,669132423536.0
Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn tràtrong vòng 12 tháng (c),71.821.064.792,58.402.608.514,(77.525.986.457),-,52.697.686.849,71821064792.0,58402608514.0,-77525986457.0,,52697686849.0
,,,10.879.859.929.887,21.124.545.477.925,(25.295.974.633.191),(1.967.601.634),6.706.463.172.987,10879859929887.0,21124545477925.0,-25295974633191.0,-1967601634.0,6706463172987.0
