row_label_raw,row_label_full,col_0,Mã số,Năm kết thúc ngày > 30/9/2018VND(dã phân loại lại),Năm kết thúc ngày > 30/9/2018VND(theo báo cáotrước đây),numeric__Mã số,numeric__Năm kết thúc ngày > 30/9/2018VND(dã phân loại lại),numeric__Năm kết thúc ngày > 30/9/2018VND(theo báo cáotrước đây)
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,2.032.997.514.744,1.816.042.397.184,25.0,2032997514744.0,1816042397184.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,678.624.762.946,895.579.880.506,26.0,678624762946.0,895579880506.0
