row_label_raw,row_label_full,col_0,Năm kết thúc ngày > 30/9/2019,Năm kết thúc ngày > 30/9/2019_1,Năm kết thúc ngày > 30/9/2018,Năm kết thúc ngày > 30/9/2018_1,numeric__Năm kết thúc ngày > 30/9/2019,numeric__Năm kết thúc ngày > 30/9/2019_1,numeric__Năm kết thúc ngày > 30/9/2018,numeric__Năm kết thúc ngày > 30/9/2018_1
,,,Số lượng cổ phiếu,VND,Số lượng cổ phiếu,VND,,,,
Số dư dầu năm,Số dư dầu năm,Số dư dầu năm,384.856.028,3.848.560.280.000,349.996.683,3.499.966.830.000,384856028.0,3848560280000.0,349996683.0,3499966830000.0
Phát hành cổ phiếu để trả cổ tức,Phát hành cổ phiếu để trả cổ tức,Phát hành cổ phiếu để trả cổ tức,38.479.161,384.791.610.000,34.993.645,349.936.450.000,38479161.0,384791610000.0,34993645.0,349936450000.0
Cổ phiếu quỹ mua lại trong năm,Cổ phiếu quỹ mua lại trong năm,Cổ phiếu quỹ mua lại trong năm,(111.600),(1.116.000.000),(134.300),(1.343.000.000),-111600.0,-1116000000.0,-134300.0,-1343000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,423.223.589,4.232.235.890.000,384.856.028,3.848.560.280.000,423223589.0,4232235890000.0,384856028.0,3848560280000.0
