row_label_raw,row_label_full,col_0,Năm kết thúc ngày > 30/9/2019 VND,Năm kết thúc ngày > 30/9/2018 VND,numeric__Năm kết thúc ngày > 30/9/2019 VND,numeric__Năm kết thúc ngày > 30/9/2018 VND
Lãi do thanh lý tài sản cố định,Lãi do thanh lý tài sản cố định,Lãi do thanh lý tài sản cố định,133.106.182.485,14.531.056.069,133106182485.0,14531056069.0
Tiền bồi thường thu được,Tiền bồi thường thu được,Tiền bồi thường thu được,11.903.268.643,27.495.810.933,11903268643.0,27495810933.0
Lãi từ giao dịch mua giá rê,Lãi từ giao dịch mua giá rê,Lãi từ giao dịch mua giá rê,860.445.175,-,860445175.0,
Các khoản khác,Các khoản khác,Các khoản khác,107.296.370.992,14.873.355.227,107296370992.0,14873355227.0
,,,253.166.267.295,56.900.222.229,253166267295.0,56900222229.0
