row_label_raw,row_label_full,col_0,Hoa Sen Yên Bái VND,numeric__Hoa Sen Yên Bái VND
Tài sản thuần có thể xác định tại ngày mua thêm,Tài sản thuần có thể xác định tại ngày mua thêm,Tài sản thuần có thể xác định tại ngày mua thêm,119.495.776.747,119495776747.0
Phần tài sản thuần mua thêm (Thuyết minh 26),Phần tài sản thuần mua thêm (Thuyết minh 26),Phần tài sản thuần mua thêm (Thuyết minh 26),29.873.944.187,29873944187.0
Thay đổi trong lợi nhuận chưa phân phối phát sinh từ việc mua thêm lợi ích vốn chủ sở hữu trong công ty con bôi Tập đoàn (Thuyết minh 26),Thay đổi trong lợi nhuận chưa phân phối phát sinh từ việc mua thêm lợi ích vốn chủ sở hữu trong công ty con bôi Tập đoàn (Thuyết minh 26),Thay đổi trong lợi nhuận chưa phân phối phát sinh từ việc mua thêm lợi ích vốn chủ sở hữu trong công ty con bôi Tập đoàn (Thuyết minh 26),126.055.813,126055813.0
Giá mua,Giá mua,Giá mua,30.000.000.000,30000000000.0
Khoản cán trừ công nợ,Khoản cán trừ công nợ,Khoản cán trừ công nợ,26.400.000.000,26400000000.0
Khoản tiền thanh toán cho việc mua thêm cổ phần,Khoản tiền thanh toán cho việc mua thêm cổ phần,Khoản tiền thanh toán cho việc mua thêm cổ phần,3.600.000.000,3600000000.0
