row_label_raw,row_label_full,col_0,30/9/2019Giá gốc/Số cókhả năng trả nợVND,1/10/2018Giá gốc/Số cókhả năng trả nợVND,numeric__30/9/2019Giá gốc/Số cókhả năng trả nợVND,numeric__1/10/2018Giá gốc/Số cókhả năng trả nợVND
Tata Steel Limited,Tata Steel Limited,Tata Steel Limited,368.481.486.522,-,368481486522.0,
Công ty TNHH Gang Thép Hưng Nghiệp Formosa Hà Tĩnh,Công ty TNHH Gang Thép Hưng Nghiệp Formosa Hà Tĩnh,Công ty TNHH Gang Thép Hưng Nghiệp Formosa Hà Tĩnh,22.869.689.975,199.152.165.080,22869689975.0,199152165080.0
Công ty TNHH Hangzhou Cogeneration (Hong Kong),Công ty TNHH Hangzhou Cogeneration (Hong Kong),Công ty TNHH Hangzhou Cogeneration (Hong Kong),-,191.161.898.608,,191161898608.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,987.809.018.458,676.307.760.766,987809018458.0,676307760766.0
,,,1.379.160.194.955,1.066.621.824.454,1379160194955.0,1066621824454.0
