row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2019VND,30/9/2018VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,,,
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,15.030.026.425.745,18.305.584.471.715,15030026425745.0,18305584471715.0
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,12.986.899.010.659,16.226.374.169.708,12986899010659.0,16226374169708.0
▪ Khác,Tổng doanh thu > ▪ Khác,▪ Khác,64.378.346.684,38.385.915.741,64378346684.0,38385915741.0
,,,28.081.303.783.088,34.570.344.557.164,28081303783088.0,34570344557164.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,23.659.787.569,107.925.224.496,23659787569.0,107925224496.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,9.171.395.550,4.354.455.644,9171395550.0,4354455644.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,13.697.481.294,16.635.528.763,13697481294.0,16635528763.0
,,,46.528.664.413,128.915.208.903,46528664413.0,128915208903.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,28.034.775.118.675,34.441.429.348.261,28034775118675.0,34441429348261.0
