row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2019VND,30/9/2018VND(Dã phân loại lại),,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,161.329.163.316,279.167.507.341,161329163316.0,279167507341.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,62.332.518.169,57.823.386.166,62332518169.0,57823386166.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,33.393.007.713,46.932.844.724,33393007713.0,46932844724.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,15.927.101.970,20.000.778.643,15927101970.0,20000778643.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,6.145.283.909,27.568.945.159,6145283909.0,27568945159.0
Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,10.504.877.967,14.196.618.786,10504877967.0,14196618786.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,54.431.875.120,84.648.406.050,54431875120.0,84648406050.0
Chi phí khác,Chi phí khác,Chi phí khác,126.636.860.720,148.286.276.077,126636860720.0,148286276077.0
,,,470.700.688.884,678.624.762.946,470700688884.0,678624762946.0
