row_label_raw,row_label_full,Mã số,NGUỒN VÔN,Thuyết minh,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2019,numeric__NGUỒN VÔN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2020,numeric__Ngày 31 tháng 12 năm 2019
300,300,300,C. NỘ PHÁI TRẢ,,125.591.034.777.516,108.335.629.665.873,,,125591034777516.0,108335629665873.0
310,310,310,I. Nợ ngắn hạn,,19.747.437.592.781,20.707.174.565.073,,,19747437592781.0,20707174565073.0
311,311,311,1. Phải trả người bán ngắn hạn,15,2.710.675.408.406,3.294.031.479.343,,15.0,2710675408406.0,3294031479343.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.651.844.948.296,3.248.053.120.718,,,2651844948296.0,3248053120718.0
311.2,311.2,311.2,1.2 Phải trả khác hoạt động tài chính,,4.024.930.000,7.862.957.608,,,4024930000.0,7862957608.0
311.3,311.3,311.3,1.3 Phải trả người bán và nhà cung cấp dịch vụ,,54.805.530.110,38.115.401.017,,,54805530110.0,38115401017.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,14.895.367.272,7.152.477.309,,,14895367272.0,7152477309.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,122.177.355.612,49.605.595.640,,16.0,122177355612.0,49605595640.0
314,314,314,4. Phải trả người lao động,,855.435.551.317,814.664.633.846,,,855435551317.0,814664633846.0
315,315,315,5. Chi phí phải trả ngắn hạn,,52.220.043.380,64.033.683.035,,,52220043380.0,64033683035.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,230.592.057.618,203.667.569.263,,17.0,230592057618.0,203667569263.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,18.1,87.737.943.073,157.084.170.856,,181.0,87737943073.0,157084170856.0
319,319,319,8. Phải trả ngắn hạn khác,19,939.865.915.372,486.461.542.047,,19.0,939865915372.0,486461542047.0
320,320,320,9. Vay ngắn hạn,20,895.634.463.715,106.634.758.994,,20.0,895634463715.0,106634758994.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",21,154.253.870.948,129.409.885.270,,21.0,154253870948.0,129409885270.0
324,324,324,11. Giao dịch mua bán lại trải phiếu,22,13.683.949.616.068,15.394.428.769.470,,22.0,13683949616068.0,15394428769470.0
330,330,330,II. Nợ dài hạn,,105.843.597.184.735,87.628.455.100.800,,,105843597184735.0,87628455100800.0
337,337,337,1. Phải trả dài hạn khác,23,251.591.787.491,222.451.750.720,,23.0,251591787491.0,222451750720.0
338,338,338,2. Vay dài hạn,20,316.542.417.119,633.298.261.127,,20.0,316542417119.0,633298261127.0
341,341,341,3. Thuế thu nhập hoãn lai phải trả,16.2.2,5.101.265.074,110.927.382,,1622.0,5101265074.0,110927382.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,24,105.270.361.715.051,86.772.594.161.571,,24.0,105270361715051.0,86772594161571.0
344.1,344.1,344.1,4.1 Dự phòng toàn học,,93.090.719.199.763,75.546.683.412.605,,,93090719199763.0,75546683412605.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,4.970.615.412.207,5.269.286.082.060,,,4970615412207.0,5269286082060.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,2.575.753.599.129,2.918.681.311.275,,,2575753599129.0,2918681311275.0
344.4,344.4,344.4,4.4 Dự phòng chia lãi,,1.935.346.562.096,1.813.623.023.450,,,1935346562096.0,1813623023450.0
344.5,344.5,344.5,4.5 Dự phòng lãi cam kết đầu tư tối thiểu,,2.547.998.489.076,1.128.629.366.429,,,2547998489076.0,1128629366429.0
344.6,344.6,344.6,4.6 Dự phòng đảm bảo cán đối,,133.720.703.795,95.648.400.780,,,133720703795.0,95648400780.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,16.207.748.985,42.564.972,,,16207748985.0,42564972.0
