row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,118.953.832.507,105.010.691.324,118953832507.0,105010691324.0
Bảo hiểm phi nhân thọ,Hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,105.363.731.909,91.637.233.576,105363731909.0,91637233576.0
,,,224.317.564.416,196.647.924.900,224317564416.0,196647924900.0
Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,,
Lãi tiền gửi nhận trước,Hoạt động tài chính > Lãi tiền gửi nhận trước,Lãi tiền gửi nhận trước,1.185.176.203,2.282.572.047,1185176203.0,2282572047.0
,,,1.185.176.203,2.282.572.047,1185176203.0,2282572047.0
Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,,
Hoạt động quản lý bất động sản,Hoạt động khác > Hoạt động quản lý bất động sản,Hoạt động quản lý bất động sản,5.037.544.216,4.452.156.237,5037544216.0,4452156237.0
Doanh thu đào tạo nhận trước,Hoạt động khác > Doanh thu đào tạo nhận trước,Doanh thu đào tạo nhận trước,51.772.783,284.916.079,51772783.0,284916079.0
,,,5.089.316.999,4.737.072.316,5089316999.0,4737072316.0
,,,230.592.057.618,203.667.569.263,230592057618.0,203667569263.0
