row_label_raw,row_label_full,Tên đơn vị,Địa chỉ,Hoạt động chính,numeric__Địa chỉ,numeric__Hoạt động chính
Trung tâm Đảo tạoBảo Việt,Trung tâm Đảo tạoBảo Việt,Trung tâm Đảo tạoBảo Việt,"72 Trần Hưng Đạo, phương TrầnHưng Đạo, quản Hoàn Kiểm, Hà Nội",Dịch vụ đảo tạo,,
"Ban Quản lý Dự án Đầu tư Xây dựng các công trình Bảo Việt (""PMU"")","Ban Quản lý Dự án Đầu tư Xây dựng các công trình Bảo Việt (""PMU"")","Ban Quản lý Dự án Đầu tư Xây dựng các công trình Bảo Việt (""PMU"")","71 Ngô Sỹ Liên, phương Văn Miêu,quận Đồng Đa, Hà Nội",Xây dựng và quản lýdư án,,
Chi nhánh Trung tâmCông nghệ Thông tinTập đoàn Bảo Việt,Chi nhánh Trung tâmCông nghệ Thông tinTập đoàn Bảo Việt,Chi nhánh Trung tâmCông nghệ Thông tinTập đoàn Bảo Việt,"71 Ngô Sỹ Liên, phương Văn Miêu,quận Đồng Đa, Hà Nội","Cung cấp dịch vụ côngnghệ thống tin, bánbuồn phần mềm vàphần cứng",,
