row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND
Chi đề phòng hạn chế tồn thất,Chi đề phòng hạn chế tồn thất,Chi đề phòng hạn chế tồn thất,71.498.861.679,66.540.368.466,71498861679.0,66540368466.0
"Chi giảm định, chi đánh giả rủi ro đối tượngdược bảo hiểm, chi khác","Chi giảm định, chi đánh giả rủi ro đối tượngdược bảo hiểm, chi khác","Chi giảm định, chi đánh giả rủi ro đối tượngdược bảo hiểm, chi khác",142.241.201.876,145.258.706.531,142241201876.0,145258706531.0
Chi nhận tài bảo hiểm khác,Chi nhận tài bảo hiểm khác,Chi nhận tài bảo hiểm khác,3.245.813.421,4.253.768.495,3245813421.0,4253768495.0
Chi đại lý bảo hiểm và các khoản chi khác,Chi đại lý bảo hiểm và các khoản chi khác,Chi đại lý bảo hiểm và các khoản chi khác,279.280.204.786,330.924.875.651,279280204786.0,330924875651.0
Chi khác hoạt động kinh doanh bảo hiểm phânbố từ chi quản lý,Chi khác hoạt động kinh doanh bảo hiểm phânbố từ chi quản lý,Chi khác hoạt động kinh doanh bảo hiểm phânbố từ chi quản lý,873.424.503.908,1.169.542.598.277,873424503908.0,1169542598277.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,487.372.686.639,536.428.439.949,487372686639.0,536428439949.0
- Chi phí nguyên liệu vật liệu,- Chi phí nguyên liệu vật liệu,- Chi phí nguyên liệu vật liệu,35.522.044.788,53.054.498.665,35522044788.0,53054498665.0
"- Chi phí khấu hao, hao mòn tài sản cố định","- Chi phí khấu hao, hao mòn tài sản cố định","- Chi phí khấu hao, hao mòn tài sản cố định",21.362.493.611,26.476.027.714,21362493611.0,26476027714.0
"- Thuế và chi phí, lê phí","- Thuế và chi phí, lê phí","- Thuế và chi phí, lê phí",9.200.584.434,10.219.185.397,9200584434.0,10219185397.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,21.537.443.358,248.426.222.226,21537443358.0,248426222226.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,298.429.251.078,294.938.224.326,298429251078.0,294938224326.0
Chi nộp quỹ bảo vệ người được bảo hiểm,Chi nộp quỹ bảo vệ người được bảo hiểm,Chi nộp quỹ bảo vệ người được bảo hiểm,12.718.928.949,32.242.361.038,12718928949.0,32242361038.0
,,,1.382.409.514.619,1.748.762.678.458,1382409514619.0,1748762678458.0
