row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2020,Quả hạn,Không xác định ký hạn,Đến 01 năm,Từ 01 - 05 năm,Trên 05 năm,Tổng cộng,numeric__Quả hạn,numeric__Không xác định ký hạn,numeric__Đến 01 năm,numeric__Từ 01 - 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,NỘ TẢI CHÍNH,,,,,,
Nghĩa vụ nợ theo hợp đồng bảo hiểm,NỘ TẢI CHÍNH > Nghĩa vụ nợ theo hợp đồng bảo hiểm,Nghĩa vụ nợ theo hợp đồng bảo hiểm,13.778,-,(11.514.011),(33.239.317),168.262.091,123.522.541,13778.0,,-11514011.0,-33239317.0,168262091.0,123522541.0
Phải trả hoạt động bảo hiểm gốc,NỘ TẢI CHÍNH > Phải trả hoạt động bảo hiểm gốc,Phải trả hoạt động bảo hiểm gốc,-,-,1.328.277,-,-,1.328.277,,,1328277.0,,,1328277.0
Phải trả tài bảo hiểm,NỘ TẢI CHÍNH > Phải trả tài bảo hiểm,Phải trả tài bảo hiểm,-,-,1.338.293,-,-,1.338.293,,,1338293.0,,,1338293.0
Các nghĩa vụ nợ tài chính khác,NỘ TẢI CHÍNH > Các nghĩa vụ nợ tài chính khác,Các nghĩa vụ nợ tài chính khác,-,-,15.292.402,-,-,15.292.402,,,15292402.0,,,15292402.0
- Nhận ký quỹ,NỘ TẢI CHÍNH > - Nhận ký quỹ,- Nhận ký quỹ,-,-,246.647,-,-,246.647,,,246647.0,,,246647.0
- Khác,NỘ TẢI CHÍNH > - Khác,- Khác,-,-,15.045.755,-,-,15.045.755,,,15045755.0,,,15045755.0
TỔNG CỘNG,NỘ TẢI CHÍNH > TỔNG CỘNG,TỔNG CỘNG,13.778,-,6.444.961,(33.239.317),168.262.091,141.481.513,13778.0,,6444961.0,-33239317.0,168262091.0,141481513.0
