row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày31/12/2020VND,Cho năm tài chínhkết thúc ngày31/12/2019(trình bày lại)VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2020VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2019(trình bày lại)VND
Lợi nhuận sau thuế thu nhập doanh nghiệpphân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế thu nhập doanh nghiệpphân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận sau thuế thu nhập doanh nghiệpphân bổ cho cổ đông sở hữu cổ phiếu phổ thông,1.597.588.285.269,1.188.459.508.500,1597588285269.0,1188459508500.0
Điều chỉnh giảm do:Chi thủ lao cho Hội đồng Quản trị và BanKiểm soátTrích quỹ (*),Điều chỉnh giảm do:Chi thủ lao cho Hội đồng Quản trị và BanKiểm soátTrích quỹ (*),Điều chỉnh giảm do:Chi thủ lao cho Hội đồng Quản trị và BanKiểm soátTrích quỹ (*),(41.190.589.002),(2.040.000.000)(44.046.718.641),-41190589002.0,
Lợi nhuận sau thuế phân bổ cho cổ đôngsở hữu cổ phiếu phổ thông để tỉnh lãi cơbản trên cổ phiếu,Lợi nhuận sau thuế phân bổ cho cổ đôngsở hữu cổ phiếu phổ thông để tỉnh lãi cơbản trên cổ phiếu,Lợi nhuận sau thuế phân bổ cho cổ đôngsở hữu cổ phiếu phổ thông để tỉnh lãi cơbản trên cổ phiếu,1.556.397.696.267,1.142.372.789.859,1556397696267.0,1142372789859.0
Bình quân gia quyền của số cổ phiếu phổthống để tỉnh lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổthống để tỉnh lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổthống để tỉnh lãi cơ bản trên cổ phiếu,742.322.764,702.475.773,742322764.0,702475773.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,2.097,1.626,2097.0,1626.0
Lãi suy giảm trên cổ phiếu (**),Lãi suy giảm trên cổ phiếu (**),Lãi suy giảm trên cổ phiếu (**),2.097,1.626,2097.0,1626.0
