row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 2,
Bảo cáo của Hội đồng Quản trị,Thông tin chung > Bảo cáo của Hội đồng Quản trị,Bảo cáo của Hội đồng Quản trị,3,3.0
Bảo cáo kiểm toán độc lập,Bảo cáo kiểm toán độc lập,Bảo cáo kiểm toán độc lập,4 - 5,
Băng cân đối kế toàn hợp nhất,Băng cân đối kế toàn hợp nhất,Băng cân đối kế toàn hợp nhất,6 - 9,
Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Bảo cáo kết quả hoạt động kinh doanh hợp nhất,10 - 12,
Bảo cáo lưu chuyển tiền tệ hợp nhất,Bảo cáo lưu chuyển tiền tệ hợp nhất,Bảo cáo lưu chuyển tiền tệ hợp nhất,13 - 14,
Thuyết minh bảo cáo tái chính hợp nhất,Thuyết minh bảo cáo tái chính hợp nhất,Thuyết minh bảo cáo tái chính hợp nhất,15 - 113,
