row_label_raw,row_label_full,col_0,Cho năm tai chínhkết thúc ngày 31tháng 12 năm 2020VND,Cho năm tai chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tai chínhkết thúc ngày 31tháng 12 năm 2020VND,numeric__Cho năm tai chínhkết thúc ngày 31tháng 12 năm 2019VND
Chi phí tuyến dụng,Chi phí tuyến dụng,Chi phí tuyến dụng,4.809.311.811,3.171.029.082,4809311811.0,3171029082.0
Chi đào tạo đại lý,Chi đào tạo đại lý,Chi đào tạo đại lý,48.311.504.149,45.064.262.017,48311504149.0,45064262017.0
Chi thủ lao đại lý,Chi thủ lao đại lý,Chi thủ lao đại lý,1.168.716.092.781,758.430.770.062,1168716092781.0,758430770062.0
Chi phúc lợi đại lý,Chi phúc lợi đại lý,Chi phúc lợi đại lý,99.964.137.913,55.821.049.824,99964137913.0,55821049824.0
Chi khen thưởng đại lý,Chi khen thưởng đại lý,Chi khen thưởng đại lý,734.836.829.520,554.005.305.001,734836829520.0,554005305001.0
Chi hỗ trợ đại lý,Chi hỗ trợ đại lý,Chi hỗ trợ đại lý,220.436.829.556,208.595.996.065,220436829556.0,208595996065.0
Chi khác,Chi khác,Chi khác,89.083.237.065,73.570.983.212,89083237065.0,73570983212.0
,,,2.366.157.942.795,1.698.659.395.263,2366157942795.0,1698659395263.0
