row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,
Chi trả đào hạn,Bảo hiểm nhân thọ > Chi trả đào hạn,Chi trả đào hạn,1.952.395.201.219,1.870.037.734.330,1952395201219.0,1870037734330.0
Chi giả trị hoàn lại,Bảo hiểm nhân thọ > Chi giả trị hoàn lại,Chi giả trị hoàn lại,3.913.649.673.687,2.255.747.286.945,3913649673687.0,2255747286945.0
Chi trả quyền lợi bảo hiểm rủi ro và chi trả kháctheo hợp đồng bảo hiểm,Bảo hiểm nhân thọ > Chi trả quyền lợi bảo hiểm rủi ro và chi trả kháctheo hợp đồng bảo hiểm,Chi trả quyền lợi bảo hiểm rủi ro và chi trả kháctheo hợp đồng bảo hiểm,1.629.710.259.893,3.332.054.656.376,1629710259893.0,3332054656376.0
,,,7.495.755.134.799,7.457.839.677.651,7495755134799.0,7457839677651.0
Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,,
Bảo hiểm trách nhiệm,Bảo hiểm phi nhân thọ > Bảo hiểm trách nhiệm,Bảo hiểm trách nhiệm,327.072.625.688,324.740.583.778,327072625688.0,324740583778.0
Bảo hiểm tài sản,Bảo hiểm phi nhân thọ > Bảo hiểm tài sản,Bảo hiểm tài sản,2.712.609.157.063,3.750.326.438.564,2712609157063.0,3750326438564.0
Bảo hiểm con người,Bảo hiểm phi nhân thọ > Bảo hiểm con người,Bảo hiểm con người,2.265.387.016.799,2.461.146.738.795,2265387016799.0,2461146738795.0
,,,5.305.068.799.550,6.536.213.761.137,5305068799550.0,6536213761137.0
,,,12.800.823.934.349,13.994.053.438.788,12800823934349.0,13994053438788.0
